  t         w[0]         w[1]
1.612       1202.2      13562.2
1.613      1200.05      13567.7
1.614      1197.91      13573.1
1.615      1195.77      13578.6
1.616      1193.63      13584.1
1.617      1191.49      13589.5
1.618      1189.36        13595
1.619      1187.22      13600.5
1.62      1185.09        13606
1.621      1182.96      13611.4
1.622      1180.83      13616.9
1.623      1178.71      13622.4
1.624      1176.58      13627.9
1.625      1174.46      13633.3
1.626      1172.34      13638.8
1.627      1170.22      13644.3
1.628      1168.11      13649.8
1.629      1165.99      13655.3
1.63      1163.88      13660.7
1.631      1161.77      13666.2
1.632      1159.67      13671.7
1.633      1157.56      13677.2
1.634      1155.46      13682.7
1.635      1153.36      13688.1
1.636      1151.26      13693.6
1.637      1149.16      13699.1
1.638      1147.06      13704.6
1.639      1144.97      13710.1
1.64      1142.88      13715.6
1.641      1140.79        13721
1.642       1138.7      13726.5
1.643      1136.62        13732
1.644      1134.53      13737.5
1.645      1132.45        13743
1.646      1130.37      13748.5
1.647      1128.29        13754
1.648      1126.22      13759.5
1.649      1124.15      13764.9
1.65      1122.08      13770.4
1.651      1120.01      13775.9
1.652      1117.94      13781.4
1.653      1115.87      13786.9
1.654      1113.81      13792.4
1.655      1111.75      13797.9
1.656      1109.69      13803.4
1.657      1107.64      13808.9
1.658      1105.58      13814.3
1.659      1103.53      13819.8
1.66      1101.48      13825.3
1.661      1099.43      13830.8
1.662      1097.38      13836.3
1.663      1095.34      13841.8
1.664       1093.3      13847.3
1.665      1091.26      13852.8
1.666      1089.22      13858.3
1.667      1087.18      13863.8
1.668      1085.15      13869.3
1.669      1083.12      13874.8
1.67      1081.09      13880.2
1.671      1079.06      13885.7
1.672      1077.04      13891.2
1.673      1075.01      13896.7
1.674      1072.99      13902.2
1.675      1070.97      13907.7
1.676      1068.95      13913.2
1.677      1066.94      13918.7
1.678      1064.93      13924.2
1.679      1062.92      13929.7
1.68      1060.91      13935.2
1.681       1058.9      13940.7
1.682       1056.9      13946.2
1.683      1054.89      13951.7
1.684      1052.89      13957.2
1.685       1050.9      13962.7
1.686       1048.9      13968.2
1.687      1046.91      13973.7
1.688      1044.91      13979.1
1.689      1042.92      13984.6
1.69      1040.94      13990.1
1.691      1038.95      13995.6
1.692      1036.97      14001.1
1.693      1034.99      14006.6
1.694      1033.01      14012.1
1.695      1031.03      14017.6
1.696      1029.06      14023.1
1.697      1027.08      14028.6
1.698      1025.11      14034.1
1.699      1023.14      14039.6
1.7      1021.18      14045.1
1.701      1019.21      14050.6
1.702      1017.25      14056.1
1.703      1015.29      14061.6
1.704      1013.34      14067.1
1.705      1011.38      14072.6
1.706      1009.43      14078.1
1.707      1007.48      14083.6
1.708      1005.53        14089
1.709      1003.58      14094.5
1.71      1001.63        14100
1.711      999.692      14105.5
1.712      997.751        14111
1.713      995.813      14116.5
1.714      993.877        14122
1.715      991.943      14127.5
1.716      990.011        14133
1.717      988.082      14138.5
1.718      986.154        14144
1.719      984.229      14149.5
1.72      982.306        14155
1.721      980.385      14160.5
1.722      978.466        14166
1.723      976.549      14171.5
1.724      974.635      14176.9
1.725      972.723      14182.4
1.726      970.812      14187.9
1.727      968.905      14193.4
1.728      966.999      14198.9
1.729      965.095      14204.4
1.73      963.194      14209.9
1.731      961.295      14215.4
1.732      959.398      14220.9
1.733      957.503      14226.4
1.734       955.61      14231.8
1.735       953.72      14237.3
1.736      951.831      14242.8
1.737      949.945      14248.3
1.738      948.061      14253.8
1.739       946.18      14259.3
1.74        944.3      14264.8
1.741      942.423      14270.3
1.742      940.548      14275.8
1.743      938.675      14281.2
1.744      936.804      14286.7
1.745      934.936      14292.2
1.746      933.069      14297.7
1.747      931.205      14303.2
1.748      929.343      14308.7
1.749      927.484      14314.1
1.75      925.626      14319.6
1.751      923.771      14325.1
1.752      921.918      14330.6
1.753      920.067      14336.1
1.754      918.218      14341.6
1.755      916.372        14347
1.756      914.528      14352.5
1.757      912.686        14358
1.758      910.846      14363.5
1.759      909.008        14369
1.76      907.173      14374.4
1.761       905.34      14379.9
1.762      903.509      14385.4
1.763       901.68      14390.9
1.764      899.854      14396.3
1.765       898.03      14401.8
1.766      896.208      14407.3
1.767      894.388      14412.8
1.768       892.57      14418.2
1.769      890.755      14423.7
1.77      888.942      14429.2
1.771      887.131      14434.7
1.772      885.322      14440.1
1.773      883.516      14445.6
1.774      881.712      14451.1
1.775       879.91      14456.6
1.776       878.11        14462
1.777      876.313      14467.5
1.778      874.517        14473
1.779      872.724      14478.4
1.78      870.934      14483.9
1.781      869.145      14489.4
1.782      867.359      14494.8
1.783      865.575      14500.3
1.784      863.793      14505.8
1.785      862.014      14511.2
1.786      860.236      14516.7
1.787      858.461      14522.1
1.788      856.688      14527.6
1.789      854.918      14533.1
1.79       853.15      14538.5
1.791      851.384        14544
1.792       849.62      14549.4
1.793      847.858      14554.9
1.794      846.099      14560.4
1.795      844.342      14565.8
1.796      842.587      14571.3
1.797      840.835      14576.7
1.798      839.084      14582.2
1.799      837.336      14587.6
1.8       835.59      14593.1
1.801      833.847      14598.5
1.802      832.106        14604
1.803      830.367      14609.4
1.804       828.63      14614.9
1.805      826.895      14620.3
1.806      825.163      14625.8
1.807      823.433      14631.2
1.808      821.706      14636.7
1.809       819.98      14642.1
1.81      818.257      14647.6
1.811      816.536        14653
1.812      814.818      14658.4
1.813      813.101      14663.9
1.814      811.387      14669.3
1.815      809.675      14674.8
1.816      807.966      14680.2
1.817      806.258      14685.6
1.818      804.553      14691.1
1.819      802.851      14696.5
1.82       801.15      14701.9
1.821      799.452      14707.4
1.822      797.756      14712.8
1.823      796.062      14718.2
1.824      794.371      14723.7
1.825      792.682      14729.1
1.826      790.995      14734.5
1.827      789.311      14739.9
1.828      787.628      14745.4
1.829      785.948      14750.8
1.83      784.271      14756.2
1.831      782.595      14761.6
1.832      780.922      14767.1
1.833      779.251      14772.5
1.834      777.582      14777.9
1.835      775.916      14783.3
1.836      774.252      14788.7
1.837       772.59      14794.2
1.838      770.931      14799.6
1.839      769.274        14805
1.84      767.619      14810.4
1.841      765.966      14815.8
1.842      764.316      14821.2
1.843      762.668      14826.6
1.844      761.022        14832
1.845      759.378      14837.4
1.846      757.737      14842.9
1.847      756.098      14848.3
1.848      754.461      14853.7
1.849      752.827      14859.1
1.85      751.195      14864.5
1.851      749.565      14869.9
1.852      747.938      14875.3
1.853      746.312      14880.7
1.854      744.689      14886.1
1.855      743.069      14891.4
1.856       741.45      14896.8
1.857      739.834      14902.2
1.858       738.22      14907.6
1.859      736.609        14913
1.86          735      14918.4
1.861      733.393      14923.8
1.862      731.788      14929.2
1.863      730.186      14934.6
1.864      728.586      14939.9
1.865      726.988      14945.3
1.866      725.392      14950.7
1.867      723.799      14956.1
1.868      722.208      14961.5
1.869       720.62      14966.8
1.87      719.033      14972.2
1.871      717.449      14977.6
1.872      715.868        14983
1.873      714.288      14988.3
1.874      712.711      14993.7
1.875      711.136      14999.1
1.876      709.564      15004.4
1.877      707.993      15009.8
1.878      706.425      15015.2
1.879       704.86      15020.5
1.88      703.296      15025.9
1.881      701.735      15031.3
1.882      700.176      15036.6
1.883       698.62        15042
1.884      697.065      15047.3
1.885      695.514      15052.7
1.886      693.964        15058
1.887      692.416      15063.4
1.888      690.871      15068.7
1.889      689.329      15074.1
1.89      687.788      15079.4
1.891       686.25      15084.8
1.892      684.714      15090.1
1.893       683.18      15095.5
1.894      681.649      15100.8
1.895       680.12      15106.1
1.896      678.593      15111.5
1.897      677.069      15116.8
1.898      675.547      15122.1
1.899      674.027      15127.5
1.9      672.509      15132.8
1.901      670.994      15138.1
1.902      669.481      15143.5
1.903       667.97      15148.8
1.904      666.462      15154.1
1.905      664.956      15159.4
1.906      663.452      15164.8
1.907       661.95      15170.1
1.908      660.451      15175.4
1.909      658.954      15180.7
1.91       657.46        15186
1.911      655.967      15191.3
1.912      654.477      15196.6
1.913      652.989        15202
1.914      651.504      15207.3
1.915      650.021      15212.6
1.916       648.54      15217.9
1.917      647.061      15223.2
1.918      645.585      15228.5
1.919      644.111      15233.8
1.92      642.639      15239.1
1.921      641.169      15244.4
1.922      639.702      15249.7
1.923      638.237        15255
1.924      636.775      15260.2
1.925      635.314      15265.5
1.926      633.856      15270.8
1.927      632.401      15276.1
1.928      630.947      15281.4
1.929      629.496      15286.7
1.93      628.047        15292
1.931        626.6      15297.2
1.932      625.156      15302.5
1.933      623.714      15307.8
1.934      622.274      15313.1
1.935      620.837      15318.3
1.936      619.401      15323.6
1.937      617.968      15328.9
1.938      616.538      15334.1
1.939      615.109      15339.4
1.94      613.683      15344.6
1.941       612.26      15349.9
1.942      610.838      15355.2
1.943      609.419      15360.4
1.944      608.002      15365.7
1.945      606.587      15370.9
1.946      605.175      15376.2
1.947      603.765      15381.4
1.948      602.357      15386.7
1.949      600.951      15391.9
1.95      599.548      15397.2
1.951      598.147      15402.4
1.952      596.748      15407.6
1.953      595.351      15412.9
1.954      593.957      15418.1
1.955      592.565      15423.3
1.956      591.176      15428.6
1.957      589.788      15433.8
1.958      588.403        15439
1.959       587.02      15444.2
1.96       585.64      15449.5
1.961      584.261      15454.7
1.962      582.885      15459.9
1.963      581.511      15465.1
1.964       580.14      15470.3
1.965      578.771      15475.5
1.966      577.404      15480.7
1.967      576.039        15486
1.968      574.676      15491.2
1.969      573.316      15496.4
1.97      571.958      15501.6
1.971      570.603      15506.8
1.972      569.249        15512
1.973      567.898      15517.2
1.974      566.549      15522.3
1.975      565.203      15527.5
1.976      563.858      15532.7
1.977      562.516      15537.9
1.978      561.176      15543.1
1.979      559.839      15548.3
1.98      558.503      15553.5
1.981       557.17      15558.6
1.982      555.839      15563.8
1.983      554.511        15569
1.984      553.184      15574.2
1.985       551.86      15579.3
1.986      550.538      15584.5
1.987      549.219      15589.7
1.988      547.901      15594.8
1.989      546.586        15600
1.99      545.274      15605.1
1.991      543.963      15610.3
1.992      542.655      15615.4
1.993      541.348      15620.6
1.994      540.045      15625.7
1.995      538.743      15630.9
1.996      537.444        15636
1.997      536.146      15641.2
1.998      534.851      15646.3
1.999      533.559      15651.5
  2      532.268      15656.6
2.001       530.98      15661.7
2.002      529.694      15666.8
2.003       528.41        15672
2.004      527.129      15677.1
2.005       525.85      15682.2
2.006      524.573      15687.3
2.007      523.298      15692.5
2.008      522.025      15697.6
2.009      520.755      15702.7
2.01      519.487      15707.8
2.011      518.221      15712.9
2.012      516.957        15718
2.013      515.696      15723.1
2.014      514.436      15728.2
2.015      513.179      15733.3
2.016      511.925      15738.4
2.017      510.672      15743.5
2.018      509.422      15748.6
2.019      508.174      15753.7
2.02      506.928      15758.8
2.021      505.684      15763.9
2.022      504.443        15769
2.023      503.203        15774
2.024      501.966      15779.1
2.025      500.731      15784.2
2.026      499.499      15789.3
2.027      498.268      15794.3
2.028       497.04      15799.4
2.029      495.814      15804.5
2.03       494.59      15809.5
2.031      493.369      15814.6
2.032      492.149      15819.6
2.033      490.932      15824.7
2.034      489.717      15829.7
2.035      488.504      15834.8
2.036      487.293      15839.8
2.037      486.085      15844.9
2.038      484.879      15849.9
2.039      483.675        15855
2.04      482.473        15860
2.041      481.273        15865
2.042      480.076      15870.1
2.043      478.881      15875.1
2.044      477.687      15880.1
2.045      476.497      15885.2
2.046      475.308      15890.2
2.047      474.121      15895.2
2.048      472.937      15900.2
2.049      471.755      15905.2
2.05      470.575      15910.2
2.051      469.397      15915.2
2.052      468.221      15920.2
2.053      467.048      15925.2
2.054      465.876      15930.2
2.055      464.707      15935.2
2.056       463.54      15940.2
2.057      462.376      15945.2
2.058      461.213      15950.2
2.059      460.053      15955.2
2.06      458.894      15960.2
2.061      457.738      15965.2
2.062      456.584      15970.2
2.063      455.432      15975.1
2.064      454.283      15980.1
2.065      453.135      15985.1
2.066       451.99        15990
2.067      450.847        15995
2.068      449.706        16000
2.069      448.567      16004.9
2.07       447.43      16009.9
2.071      446.295      16014.8
2.072      445.163      16019.8
2.073      444.033      16024.7
2.074      442.904      16029.7
2.075      441.778      16034.6
2.076      440.655      16039.6
2.077      439.533      16044.5
2.078      438.413      16049.4
2.079      437.296      16054.4
2.08      436.181      16059.3
2.081      435.067      16064.2
2.082      433.956      16069.2
2.083      432.847      16074.1
2.084      431.741        16079
2.085      430.636      16083.9
2.086      429.533      16088.8
2.087      428.433      16093.7
2.088      427.335      16098.6
2.089      426.238      16103.5
2.09      425.144      16108.4
2.091      424.052      16113.3
2.092      422.963      16118.2
2.093      421.875      16123.1
2.094      420.789        16128
2.095      419.706      16132.9
2.096      418.624      16137.8
2.097      417.545      16142.7
2.098      416.468      16147.5
2.099      415.393      16152.4
2.1       414.32      16157.3
2.101      413.249      16162.1
2.102       412.18        16167
2.103      411.113      16171.9
2.104      410.049      16176.7
2.105      408.986      16181.6
2.106      407.926      16186.4
2.107      406.868      16191.3
2.108      405.811      16196.1
2.109      404.757        16201
2.11      403.705      16205.8
2.111      402.655      16210.7
2.112      401.607      16215.5
2.113      400.561      16220.3
2.114      399.518      16225.2
2.115      398.476        16230
2.116      397.436      16234.8
2.117      396.399      16239.6
2.118      395.363      16244.5
2.119       394.33      16249.3
2.12      393.299      16254.1
2.121      392.269      16258.9
2.122      391.242      16263.7
2.123      390.217      16268.5
2.124      389.194      16273.3
2.125      388.173      16278.1
2.126      387.154      16282.9
2.127      386.137      16287.7
2.128      385.122      16292.5
2.129      384.109      16297.3
2.13      383.099        16302
2.131       382.09      16306.8
2.132      381.083      16311.6
2.133      380.079      16316.4
2.134      379.076      16321.1
2.135      378.075      16325.9
2.136      377.077      16330.7
2.137       376.08      16335.4
2.138      375.086      16340.2
2.139      374.093      16344.9
2.14      373.103      16349.7
2.141      372.115      16354.4
2.142      371.128      16359.2
2.143      370.144      16363.9
2.144      369.162      16368.6
2.145      368.181      16373.4
2.146      367.203      16378.1
2.147      366.227      16382.8
2.148      365.253      16387.6
2.149       364.28      16392.3
2.15       363.31        16397
2.151      362.342      16401.7
2.152      361.376      16406.4
2.153      360.411      16411.1
2.154      359.449      16415.8
2.155      358.489      16420.5
2.156      357.531      16425.2
2.157      356.574      16429.9
2.158       355.62      16434.6
2.159      354.668      16439.3
2.16      353.718        16444
2.161      352.769      16448.7
2.162      351.823      16453.4
2.163      350.879        16458
2.164      349.936      16462.7
2.165      348.996      16467.4
2.166      348.058        16472
2.167      347.121      16476.7
2.168      346.187      16481.4
2.169      345.254        16486
2.17      344.324      16490.7
2.171      343.395      16495.3
2.172      342.469        16500
2.173      341.544      16504.6
2.174      340.621      16509.3
2.175      339.701      16513.9
2.176      338.782      16518.5
2.177      337.865      16523.2
2.178       336.95      16527.8
2.179      336.037      16532.4
2.18      335.126        16537
2.181      334.217      16541.6
2.182       333.31      16546.3
2.183      332.405      16550.9
2.184      331.502      16555.5
2.185      330.601      16560.1
2.186      329.701      16564.7
2.187      328.804      16569.3
2.188      327.909      16573.9
2.189      327.015      16578.5
2.19      326.123        16583
2.191      325.234      16587.6
2.192      324.346      16592.2
2.193       323.46      16596.8
2.194      322.576      16601.4
2.195      321.694      16605.9
2.196      320.814      16610.5
2.197      319.936      16615.1
2.198      319.059      16619.6
2.199      318.185      16624.2
2.2      317.313      16628.7
2.201      316.442      16633.3
2.202      315.573      16637.8
2.203      314.706      16642.4
2.204      313.841      16646.9
2.205      312.978      16651.4
2.206      312.117        16656
2.207      311.258      16660.5
2.208      310.401        16665
2.209      309.545      16669.5
2.21      308.692      16674.1
2.211       307.84      16678.6
2.212       306.99      16683.1
2.213      306.142      16687.6
2.214      305.296      16692.1
2.215      304.452      16696.6
2.216      303.609      16701.1
2.217      302.769      16705.6
2.218       301.93      16710.1
2.219      301.093      16714.6
2.22      300.258        16719
2.221      299.425      16723.5
2.222      298.594        16728
2.223      297.764      16732.5
2.224      296.937      16736.9
2.225      296.111      16741.4
2.226      295.287      16745.9
2.227      294.465      16750.3
2.228      293.645      16754.8
2.229      292.827      16759.2
2.23       292.01      16763.7
2.231      291.196      16768.1
2.232      290.383      16772.6
2.233      289.572        16777
2.234      288.762      16781.4
2.235      287.955      16785.9
2.236      287.149      16790.3
2.237      286.346      16794.7
2.238      285.544      16799.1
2.239      284.744      16803.6
2.24      283.945        16808
2.241      283.149      16812.4
2.242      282.354      16816.8
2.243      281.561      16821.2
2.244       280.77      16825.6
2.245      279.981        16830
2.246      279.193      16834.4
2.247      278.407      16838.8
2.248      277.624      16843.1
2.249      276.841      16847.5
2.25      276.061      16851.9
2.251      275.282      16856.3
2.252      274.506      16860.6
2.253      273.731        16865
2.254      272.957      16869.4
2.255      272.186      16873.7
2.256      271.416      16878.1
2.257      270.648      16882.4
2.258      269.882      16886.8
2.259      269.118      16891.1
2.26      268.355      16895.5
2.261      267.594      16899.8
2.262      266.835      16904.1
2.263      266.077      16908.5
2.264      265.322      16912.8
2.265      264.568      16917.1
2.266      263.816      16921.4
2.267      263.065      16925.7
2.268      262.317        16930
2.269       261.57      16934.4
2.27      260.825      16938.7
2.271      260.081        16943
2.272      259.339      16947.3
2.273      258.599      16951.6
2.274      257.861      16955.8
2.275      257.125      16960.1
2.276       256.39      16964.4
2.277      255.657      16968.7
2.278      254.925        16973
2.279      254.196      16977.2
2.28      253.468      16981.5
2.281      252.741      16985.8
2.282      252.017        16990
2.283      251.294      16994.3
2.284      250.573      16998.5
2.285      249.854      17002.8
2.286      249.136        17007
2.287       248.42      17011.3
2.288      247.705      17015.5
2.289      246.993      17019.7
2.29      246.282        17024
2.291      245.572      17028.2
2.292      244.865      17032.4
2.293      244.159      17036.6
2.294      243.455      17040.8
2.295      242.752      17045.1
2.296      242.051      17049.3
2.297      241.352      17053.5
2.298      240.654      17057.7
2.299      239.958      17061.9
2.3      239.264      17066.1
2.301      238.571      17070.2
2.302       237.88      17074.4
2.303      237.191      17078.6
2.304      236.503      17082.8
2.305      235.817        17087
2.306      235.133      17091.1
2.307       234.45      17095.3
2.308      233.769      17099.5
2.309       233.09      17103.6
2.31      232.412      17107.8
2.311      231.736      17111.9
2.312      231.061      17116.1
2.313      230.389      17120.2
2.314      229.717      17124.3
2.315      229.048      17128.5
2.316       228.38      17132.6
2.317      227.713      17136.7
2.318      227.048      17140.9
2.319      226.385        17145
2.32      225.724      17149.1
2.321      225.064      17153.2
2.322      224.405      17157.3
2.323      223.748      17161.4
2.324      223.093      17165.5
2.325       222.44      17169.6
2.326      221.788      17173.7
2.327      221.137      17177.8
2.328      220.489      17181.9
2.329      219.841        17186
2.33      219.196      17190.1
2.331      218.552      17194.1
2.332      217.909      17198.2
2.333      217.268      17202.3
2.334      216.629      17206.3
2.335      215.991      17210.4
2.336      215.355      17214.5
2.337      214.721      17218.5
2.338      214.088      17222.6
2.339      213.456      17226.6
2.34      212.826      17230.6
2.341      212.198      17234.7
2.342      211.571      17238.7
2.343      210.946      17242.7
2.344      210.322      17246.8
2.345        209.7      17250.8
2.346      209.079      17254.8
2.347       208.46      17258.8
2.348      207.843      17262.8
2.349      207.227      17266.8
2.35      206.612      17270.8
2.351      205.999      17274.8
2.352      205.388      17278.8
2.353      204.778      17282.8
2.354       204.17      17286.8
2.355      203.563      17290.8
2.356      202.957      17294.8
2.357      202.354      17298.7
2.358      201.751      17302.7
2.359      201.151      17306.7
2.36      200.551      17310.6
2.361      199.953      17314.6
2.362      199.357      17318.6
2.363      198.762      17322.5
2.364      198.169      17326.4
2.365      197.577      17330.4
2.366      196.987      17334.3
2.367      196.398      17338.3
2.368      195.811      17342.2
2.369      195.225      17346.1
2.37      194.641      17350.1
2.371      194.058        17354
2.372      193.476      17357.9
2.373      192.897      17361.8
2.374      192.318      17365.7
2.375      191.741      17369.6
2.376      191.166      17373.5
2.377      190.592      17377.4
2.378      190.019      17381.3
2.379      189.448      17385.2
2.38      188.878      17389.1
2.381       188.31        17393
2.382      187.743      17396.8
2.383      187.178      17400.7
2.384      186.614      17404.6
2.385      186.051      17408.4
2.386       185.49      17412.3
2.387      184.931      17416.2
2.388      184.373        17420
2.389      183.816      17423.9
2.39      183.261      17427.7
2.391      182.707      17431.6
2.392      182.155      17435.4
2.393      181.604      17439.2
2.394      181.054      17443.1
2.395      180.506      17446.9
2.396      179.959      17450.7
2.397      179.414      17454.5
2.398       178.87      17458.3
2.399      178.327      17462.2
2.4      177.786        17466
2.401      177.246      17469.8
2.402      176.708      17473.6
2.403      176.171      17477.4
2.404      175.636      17481.2
2.405      175.101      17484.9
2.406      174.569      17488.7
2.407      174.037      17492.5
2.408      173.507      17496.3
2.409      172.979        17500
2.41      172.452      17503.8
2.411      171.926      17507.6
2.412      171.401      17511.3
2.413      170.878      17515.1
2.414      170.356      17518.8
2.415      169.836      17522.6
2.416      169.317      17526.3
2.417      168.799      17530.1
2.418      168.283      17533.8
2.419      167.768      17537.5
2.42      167.254      17541.3
2.421      166.742        17545
2.422      166.231      17548.7
2.423      165.722      17552.4
2.424      165.214      17556.1
2.425      164.707      17559.9
2.426      164.201      17563.6
2.427      163.697      17567.3
2.428      163.194        17571
2.429      162.693      17574.6
2.43      162.192      17578.3
2.431      161.693        17582
2.432      161.196      17585.7
2.433        160.7      17589.4
2.434      160.205      17593.1
2.435      159.711      17596.7
2.436      159.219      17600.4
2.437      158.728        17604
2.438      158.238      17607.7
2.439       157.75      17611.4
2.44      157.263        17615
2.441      156.777      17618.7
2.442      156.292      17622.3
2.443      155.809      17625.9
2.444      155.327      17629.6
2.445      154.847      17633.2
2.446      154.367      17636.8
2.447      153.889      17640.4
2.448      153.412      17644.1
2.449      152.937      17647.7
2.45      152.463      17651.3
2.451       151.99      17654.9
2.452      151.518      17658.5
2.453      151.048      17662.1
2.454      150.578      17665.7
2.455      150.111      17669.3
2.456      149.644      17672.9
2.457      149.179      17676.4
2.458      148.714        17680
2.459      148.252      17683.6
2.46       147.79      17687.2
2.461       147.33      17690.7
2.462       146.87      17694.3
2.463      146.413      17697.8
2.464      145.956      17701.4
2.465      145.501      17704.9
2.466      145.046      17708.5
2.467      144.593        17712
2.468      144.142      17715.6
2.469      143.691      17719.1
2.47      143.242      17722.6
2.471      142.794      17726.2
2.472      142.347      17729.7
2.473      141.902      17733.2
2.474      141.457      17736.7
2.475      141.014      17740.2
2.476      140.572      17743.7
2.477      140.131      17747.2
2.478      139.692      17750.7
2.479      139.254      17754.2
2.48      138.816      17757.7
2.481       138.38      17761.2
2.482      137.946      17764.7
2.483      137.512      17768.2
2.484       137.08      17771.6
2.485      136.649      17775.1
2.486      136.219      17778.6
2.487       135.79        17782
2.488      135.362      17785.5
2.489      134.936        17789
2.49       134.51      17792.4
2.491      134.086      17795.9
2.492      133.663      17799.3
2.493      133.242      17802.7
2.494      132.821      17806.2
2.495      132.402      17809.6
2.496      131.983        17813
2.497      131.566      17816.5
2.498       131.15      17819.9
2.499      130.735      17823.3
2.5      130.322      17826.7
2.501      129.909      17830.1
2.502      129.498      17833.5
2.503      129.088      17836.9
2.504      128.678      17840.3
2.505      128.271      17843.7
2.506      127.864      17847.1
2.507      127.458      17850.5
2.508      127.053      17853.9
2.509       126.65      17857.2
2.51      126.248      17860.6
2.511      125.847        17864
2.512      125.447      17867.3
2.513      125.048      17870.7
2.514       124.65      17874.1
2.515      124.253      17877.4
2.516      123.857      17880.8
2.517      123.463      17884.1
2.518       123.07      17887.4
2.519      122.677      17890.8
2.52      122.286      17894.1
2.521      121.896      17897.4
2.522      121.507      17900.8
2.523      121.119      17904.1
2.524      120.732      17907.4
2.525      120.347      17910.7
2.526      119.962        17914
2.527      119.579      17917.3
2.528      119.196      17920.6
2.529      118.815      17923.9
2.53      118.435      17927.2
2.531      118.055      17930.5
2.532      117.677      17933.8
2.533        117.3      17937.1
2.534      116.924      17940.4
2.535      116.549      17943.6
2.536      116.175      17946.9
2.537      115.802      17950.2
2.538      115.431      17953.4
2.539       115.06      17956.7
2.54       114.69      17959.9
2.541      114.322      17963.2
2.542      113.954      17966.4
2.543      113.588      17969.7
2.544      113.222      17972.9
2.545      112.858      17976.1
2.546      112.495      17979.4
2.547      112.132      17982.6
2.548      111.771      17985.8
2.549      111.411        17989
2.55      111.051      17992.3
2.551      110.693      17995.5
2.552      110.336      17998.7
2.553       109.98      18001.9
2.554      109.625      18005.1
2.555      109.271      18008.3
2.556      108.917      18011.5
2.557      108.565      18014.7
2.558      108.214      18017.8
2.559      107.864        18021
2.56      107.515      18024.2
2.561      107.167      18027.4
2.562       106.82      18030.5
2.563      106.474      18033.7
2.564      106.129      18036.9
2.565      105.785        18040
2.566      105.442      18043.2
2.567        105.1      18046.3
2.568      104.759      18049.5
2.569      104.419      18052.6
2.57      104.079      18055.7
2.571      103.741      18058.9
2.572      103.404        18062
2.573      103.068      18065.1
2.574      102.733      18068.2
2.575      102.399      18071.4
2.576      102.065      18074.5
2.577      101.733      18077.6
2.578      101.402      18080.7
2.579      101.071      18083.8
2.58      100.742      18086.9
2.581      100.414        18090
2.582      100.086      18093.1
2.583      99.7595      18096.2
2.584      99.4339      18099.2
2.585      99.1093      18102.3
2.586      98.7856      18105.4
2.587      98.4629      18108.5
2.588      98.1411      18111.5
2.589      97.8202      18114.6
2.59      97.5003      18117.7
2.591      97.1813      18120.7
2.592      96.8633      18123.8
2.593      96.5462      18126.8
2.594        96.23      18129.8
2.595      95.9148      18132.9
2.596      95.6005      18135.9
2.597      95.2871        18139
2.598      94.9746        18142
2.599       94.663        18145
2.6      94.3524        18148
2.601      94.0426        18151
2.602      93.7338      18154.1
2.603      93.4259      18157.1
2.604      93.1189      18160.1
2.605      92.8128      18163.1
2.606      92.5076      18166.1
2.607      92.2034      18169.1
2.608         91.9      18172.1
2.609      91.5975        18175
2.61      91.2959        18178
2.611      90.9952        18181
2.612      90.6954        18184
2.613      90.3965      18186.9
2.614      90.0984      18189.9
2.615      89.8013      18192.9
2.616       89.505      18195.8
2.617      89.2096      18198.8
2.618      88.9151      18201.7
2.619      88.6214      18204.7
2.62      88.3287      18207.6
2.621      88.0368      18210.6
2.622      87.7458      18213.5
2.623      87.4556      18216.4
2.624      87.1663      18219.4
2.625      86.8779      18222.3
2.626      86.5903      18225.2
2.627      86.3036      18228.1
2.628      86.0178        18231
2.629      85.7328        18234
2.63      85.4486      18236.9
2.631      85.1653      18239.8
2.632      84.8829      18242.7
2.633      84.6013      18245.6
2.634      84.3205      18248.4
2.635      84.0406      18251.3
2.636      83.7615      18254.2
2.637      83.4833      18257.1
2.638      83.2059        18260
2.639      82.9293      18262.8
2.64      82.6536      18265.7
2.641      82.3786      18268.6
2.642      82.1046      18271.4
2.643      81.8313      18274.3
2.644      81.5589      18277.1
2.645      81.2872        18280
2.646      81.0164      18282.8
2.647      80.7465      18285.7
2.648      80.4773      18288.5
2.649       80.209      18291.3
2.65      79.9414      18294.2
2.651      79.6747        18297
2.652      79.4088      18299.8
2.653      79.1436      18302.6
2.654      78.8793      18305.5
2.655      78.6158      18308.3
2.656      78.3531      18311.1
2.657      78.0912      18313.9
2.658        77.83      18316.7
2.659      77.5697      18319.5
2.66      77.3101      18322.3
2.661      77.0514      18325.1
2.662      76.7934      18327.8
2.663      76.5362      18330.6
2.664      76.2798      18333.4
2.665      76.0242      18336.2
2.666      75.7694      18338.9
2.667      75.5153      18341.7
2.668       75.262      18344.5
2.669      75.0095      18347.2
2.67      74.7577        18350
2.671      74.5067      18352.7
2.672      74.2565      18355.5
2.673      74.0071      18358.2
2.674      73.7584        18361
2.675      73.5104      18363.7
2.676      73.2633      18366.4
2.677      73.0169      18369.2
2.678      72.7712      18371.9
2.679      72.5263      18374.6
2.68      72.2821      18377.3
2.681      72.0387      18380.1
2.682      71.7961      18382.8
2.683      71.5542      18385.5
2.684       71.313      18388.2
2.685      71.0726      18390.9
2.686      70.8329      18393.6
2.687      70.5939      18396.3
2.688      70.3557        18399
2.689      70.1182      18401.6
2.69      69.8815      18404.3
