  t         w[0]         w[1]
18.26      111.481      680.575
18.27      113.326      677.638
18.28      115.209      674.721
18.29      117.129      671.823
18.3      119.089      668.947
18.31      121.088       666.09
18.32      123.128      663.254
18.33       125.21      660.437
18.34      127.334      657.642
18.35      129.501      654.866
18.36      131.712      652.111
18.37      133.968      649.375
18.38       136.27      646.661
18.39       138.62      643.966
18.4      141.017      641.292
18.41      143.464      638.639
18.42       145.96      636.005
18.43      148.508      633.393
18.44      151.109        630.8
18.45      153.763      628.228
18.46      156.471      625.677
18.47      159.235      623.146
18.48      162.056      620.636
18.49      164.936      618.147
18.5      167.875      615.678
18.51      170.875      613.231
18.52      173.936      610.804
18.53      177.062      608.397
18.54      180.252      606.012
18.55      183.508      603.648
18.56      186.832      601.305
18.57      190.224      598.983
18.58      193.688      596.683
18.59      197.223      594.403
18.6      200.833      592.145
18.61      204.517      589.909
18.62      208.278      587.694
18.63      212.118      585.501
18.64      216.038      583.329
18.65       220.04       581.18
18.66      224.126      579.052
18.67      228.297      576.947
18.68      232.556      574.863
18.69      236.904      572.802
18.7      241.343      570.764
18.71      245.875      568.748
18.72      250.502      566.754
18.73      255.227      564.784
18.74       260.05      562.836
18.75      264.976      560.912
18.76      270.005      559.011
18.77      275.139      557.133
18.78      280.382      555.279
18.79      285.735      553.449
18.8      291.202      551.642
18.81      296.783       549.86
18.82      302.482      548.102
18.83      308.301      546.369
18.84      314.243       544.66
18.85       320.31      542.976
18.86      326.506      541.317
18.87      332.832      539.684
18.88      339.291      538.076
18.89      345.888      536.494
18.9      352.623      534.938
18.91      359.501      533.408
18.92      366.524      531.905
18.93      373.695      530.429
18.94      381.018      528.979
18.95      388.495      527.558
18.96       396.13      526.163
18.97      403.927      524.797
18.98      411.888      523.459
18.99      420.017       522.15
 19      428.318       520.87
19.01      436.793      519.619
19.02      445.448      518.397
19.03      454.285      517.206
19.04      463.308      516.045
19.05      472.521      514.914
19.06      481.928      513.815
19.07      491.533      512.748
19.08       501.34      511.712
19.09      511.353      510.709
19.1      521.576      509.739
19.11      532.014      508.803
19.12      542.671        507.9
19.13      553.551      507.031
19.14      564.659      506.198
19.15      575.999      505.399
19.16      587.576      504.637
19.17      599.395      503.911
19.18       611.46      503.223
19.19      623.776      502.572
19.2      636.348      501.959
19.21      649.182      501.385
19.22      662.281      500.851
19.23      675.652      500.358
19.24      689.299      499.905
19.25      703.229      499.494
19.26      717.445      499.125
19.27      731.953        498.8
19.28       746.76      498.519
19.29       761.87      498.282
19.3      777.289      498.092
19.31      793.022      497.948
19.32      809.077      497.851
19.33      825.457      497.803
19.34      842.169      497.804
19.35       859.22      497.856
19.36      876.614      497.959
19.37      894.358      498.115
19.38      912.458      498.325
19.39      930.919      498.589
19.4      949.749      498.909
19.41      968.953      499.286
19.42      988.537      499.722
19.43      1008.51      500.217
19.44      1028.87      500.774
19.45      1049.63      501.393
19.46       1070.8      502.076
19.47      1092.38      502.824
19.48      1114.37      503.639
19.49      1136.79      504.523
19.5      1159.64      505.477
19.51      1182.93      506.503
19.52      1206.65      507.602
19.53      1230.83      508.778
19.54      1255.46       510.03
19.55      1280.54      511.362
19.56       1306.1      512.775
19.57      1332.12      514.271
19.58      1358.62      515.854
19.59      1385.61      517.524
19.6      1413.08      519.284
19.61      1441.04      521.137
19.62       1469.5      523.086
19.63      1498.47      525.131
19.64      1527.94      527.278
19.65      1557.92      529.527
19.66      1588.41      531.883
19.67      1619.43      534.348
19.68      1650.97      536.925
19.69      1683.03      539.617
19.7      1715.62      542.428
19.71      1748.75      545.361
19.72       1782.4       548.42
19.73      1816.59      551.608
19.74      1851.31       554.93
19.75      1886.57      558.388
19.76      1922.37      561.989
19.77       1958.7      565.734
19.78      1995.57       569.63
19.79      2032.97       573.68
19.8      2070.89       577.89
19.81      2109.35      582.264
19.82      2148.33      586.808
19.83      2187.82      591.526
19.84      2227.83      596.424
19.85      2268.34      601.508
19.86      2309.35      606.784
19.87      2350.85      612.258
19.88      2392.82      617.935
19.89      2435.27      623.824
19.9      2478.17       629.93
19.91      2521.51       636.26
19.92      2565.28      642.821
19.93      2609.46      649.622
19.94      2654.03       656.67
19.95      2698.98      663.972
19.96      2744.28      671.537
19.97      2789.92      679.374
19.98      2835.85      687.491
19.99      2882.07      695.898
 20      2928.54      704.603
20.01      2975.24      713.617
20.02      3022.12      722.948
20.03      3069.16      732.609
20.04      3116.32      742.608
20.05      3163.56      752.957
20.06      3210.84      763.666
20.07      3258.11      774.748
20.08      3305.34      786.213
20.09      3352.47      798.074
20.1      3399.45      810.343
20.11      3446.23      823.032
20.12      3492.75      836.153
20.13      3538.95       849.72
20.14      3584.78      863.746
20.15      3630.16      878.243
20.16      3675.04      893.226
20.17      3719.34      908.707
20.18      3762.98      924.701
20.19      3805.91       941.22
20.2      3848.02      958.279
20.21      3889.26      975.892
20.22      3929.53      994.071
20.23      3968.76      1012.83
20.24      4006.84      1032.18
20.25       4043.7      1052.14
20.26      4079.25      1072.72
20.27      4113.39      1093.93
20.28      4146.03      1115.78
20.29      4177.08      1138.29
20.3      4206.44      1161.46
20.31      4234.01       1185.3
20.32       4259.7      1209.83
20.33      4283.42      1235.05
20.34      4305.07      1260.97
20.35      4324.55      1287.58
20.36      4341.78      1314.91
20.37      4356.67      1342.95
20.38      4369.12      1371.69
20.39      4379.06      1401.14
20.4      4386.41      1431.31
20.41      4391.09      1462.17
20.42      4393.03      1493.73
20.43      4392.17      1525.97
20.44      4388.45      1558.89
20.45      4381.82      1592.47
20.46      4372.23       1626.7
20.47      4359.65      1661.55
20.48      4344.05         1697
20.49      4325.42      1733.03
20.5      4303.73      1769.61
20.51      4279.01      1806.71
20.52      4251.24       1844.3
20.53      4220.47      1882.35
20.54      4186.71       1920.8
20.55      4150.01      1959.62
20.56      4110.43      1998.78
20.57      4068.03      2038.21
20.58      4022.88      2077.88
20.59      3975.07      2117.72
20.6      3924.69       2157.7
20.61      3871.85      2197.75
20.62      3816.67      2237.81
20.63      3759.26      2277.84
20.64      3699.75      2317.77
20.65      3638.28      2357.55
20.66         3575      2397.11
20.67      3510.04      2436.39
20.68      3443.58      2475.35
20.69      3375.75      2513.91
20.7      3306.72      2552.02
20.71      3236.65      2589.64
20.72       3165.7      2626.69
20.73      3094.04      2663.14
20.74      3021.81      2698.92
20.75      2949.17         2734
20.76      2876.29      2768.32
20.77       2803.3      2801.85
20.78      2730.35      2834.54
20.79      2657.59      2866.37
20.8      2585.15      2897.28
20.81      2513.15      2927.26
20.82      2441.71      2956.28
20.83      2370.95      2984.31
20.84      2300.97      3011.34
20.85      2231.88      3037.34
20.86      2163.76      3062.31
20.87      2096.69      3086.23
20.88      2030.75       3109.1
20.89         1966       3130.9
20.9      1902.51      3151.65
20.91      1840.33      3171.34
20.92      1779.49      3189.97
20.93      1720.05      3207.56
20.94      1662.02      3224.11
20.95      1605.43      3239.63
20.96      1550.31      3254.13
20.97      1496.66      3267.63
20.98      1444.49      3280.14
20.99       1393.8      3291.69
 21       1344.6      3302.29
21.01      1296.87      3311.96
21.02       1250.6      3320.72
21.03      1205.78      3328.59
21.04       1162.4       3335.6
21.05      1120.43      3341.77
21.06      1079.85      3347.12
21.07      1040.63      3351.68
21.08      1002.76      3355.47
21.09        966.2      3358.51
21.1      930.923      3360.83
21.11      896.898      3362.46
21.12      864.095       3363.4
21.13      832.481       3363.7
21.14      802.024      3363.38
21.15      772.691      3362.45
21.16      744.449      3360.94
21.17      717.265      3358.87
21.18      691.106      3356.27
21.19      665.939      3353.15
21.2      641.732      3349.54
21.21      618.452      3345.46
21.22      596.068      3340.92
21.23      574.549      3335.95
21.24      553.865      3330.57
21.25      533.984      3324.79
21.26      514.879      3318.63
21.27       496.52      3312.11
21.28       478.88      3305.25
21.29      461.931      3298.06
21.3      445.648      3290.55
21.31      430.004      3282.75
21.32      414.976      3274.67
21.33      400.539      3266.32
21.34      386.669      3257.71
21.35      373.345      3248.86
21.36      360.545      3239.78
21.37      348.248      3230.48
21.38      336.433      3220.98
21.39      325.082      3211.28
21.4      314.175       3201.4
21.41      303.694      3191.34
21.42      293.623      3181.12
21.43      283.944      3170.74
21.44      274.642      3160.22
21.45        265.7      3149.56
21.46      257.105      3138.77
21.47      248.842      3127.86
21.48      240.898      3116.83
21.49      233.259       3105.7
21.5      225.912      3094.47
21.51      218.846      3083.15
21.52       212.05      3071.74
21.53      205.511      3060.25
21.54       199.22      3048.68
21.55      193.167      3037.05
21.56      187.341      3025.35
21.57      181.733       3013.6
21.58      176.335      3001.79
21.59      171.138      2989.94
21.6      166.133      2978.03
21.61      161.313      2966.09
21.62      156.671      2954.12
21.63      152.198      2942.11
21.64      147.889      2930.07
21.65      143.736      2918.01
21.66      139.734      2905.92
21.67      135.876      2893.82
21.68      132.157      2881.71
21.69       128.57      2869.58
21.7      125.111      2857.44
21.71      121.775      2845.29
21.72      118.557      2833.14
21.73      115.452      2820.99
21.74      112.455      2808.84
21.75      109.563       2796.7
21.76      106.771      2784.55
21.77      104.075      2772.42
21.78      101.473      2760.29
21.79      98.9589      2748.18
21.8      96.5308      2736.07
21.81       94.185      2723.99
21.82      91.9185      2711.91
21.83      89.7281      2699.86
21.84      87.6111      2687.82
21.85      85.5646      2675.81
21.86      83.5859      2663.81
21.87      81.6726      2651.84
21.88      79.8222      2639.89
21.89      78.0323      2627.97
21.9      76.3007      2616.07
21.91      74.6253      2604.21
21.92       73.004      2592.37
21.93      71.4348      2580.55
21.94      69.9158      2568.77
21.95      68.4452      2557.02
21.96      67.0213       2545.3
21.97      65.6424      2533.62
21.98      64.3068      2521.96
21.99      63.0131      2510.34
 22      61.7597      2498.76
22.01      60.5453      2487.21
22.02      59.3685      2475.69
22.03      58.2279      2464.21
22.04      57.1223      2452.77
22.05      56.0505      2441.37
22.06      55.0114         2430
22.07      54.0037      2418.67
22.08      53.0265      2407.38
22.09      52.0788      2396.13
22.1      51.1594      2384.92
22.11      50.2676      2373.75
22.12      49.4023      2362.61
22.13      48.5627      2351.52
22.14      47.7479      2340.47
22.15      46.9572      2329.46
22.16      46.1897      2318.49
22.17      45.4447      2307.56
22.18      44.7215      2296.67
22.19      44.0194      2285.82
22.2      43.3376      2275.02
22.21      42.6757      2264.26
22.22      42.0328      2253.53
22.23      41.4085      2242.86
22.24      40.8022      2232.22
22.25      40.2133      2221.63
22.26      39.6413      2211.08
22.27      39.0856      2200.57
22.28      38.5458       2190.1
22.29      38.0214      2179.68
22.3       37.512       2169.3
22.31       37.017      2158.96
22.32      36.5361      2148.67
22.33      36.0689      2138.42
22.34      35.6149      2128.21
22.35      35.1738      2118.05
22.36      34.7452      2107.93
22.37      34.3288      2097.85
22.38      33.9242      2087.81
22.39      33.5311      2077.82
22.4      33.1491      2067.87
22.41       32.778      2057.96
22.42      32.4174       2048.1
22.43      32.0672      2038.28
22.44      31.7269       2028.5
22.45      31.3964      2018.77
22.46      31.0753      2009.07
22.47      30.7635      1999.42
22.48      30.4607      1989.82
22.49      30.1666      1980.25
22.5      29.8811      1970.73
22.51      29.6039      1961.25
22.52      29.3349      1951.82
22.53      29.0737      1942.42
22.54      28.8203      1933.07
22.55      28.5744      1923.76
22.56      28.3359      1914.49
22.57      28.1045      1905.26
22.58      27.8802      1896.08
22.59      27.6628      1886.94
22.6       27.452      1877.84
22.61      27.2478      1868.78
22.62        27.05      1859.76
22.63      26.8585      1850.78
22.64      26.6731      1841.85
22.65      26.4937      1832.96
22.66      26.3202       1824.1
22.67      26.1525      1815.29
22.68      25.9904      1806.52
22.69      25.8338      1797.79
22.7      25.6826       1789.1
22.71      25.5368      1780.45
22.72      25.3961      1771.84
22.73      25.2606      1763.27
22.74      25.1301      1754.74
22.75      25.0045      1746.25
22.76      24.8837       1737.8
22.77      24.7678      1729.39
22.78      24.6565      1721.02
22.79      24.5498      1712.69
22.8      24.4476       1704.4
22.81      24.3498      1696.15
22.82      24.2565      1687.93
22.83      24.1675      1679.76
22.84      24.0827      1671.62
22.85      24.0021      1663.53
22.86      23.9257      1655.47
22.87      23.8533      1647.45
22.88       23.785      1639.47
22.89      23.7206      1631.52
22.9      23.6602      1623.61
22.91      23.6036      1615.75
22.92      23.5509      1607.91
22.93      23.5019      1600.12
22.94      23.4567      1592.36
22.95      23.4153      1584.65
22.96      23.3775      1576.96
22.97      23.3433      1569.32
22.98      23.3127      1561.71
22.99      23.2857      1554.14
 23      23.2623       1546.6
23.01      23.2424       1539.1
23.02      23.2259      1531.64
23.03       23.213      1524.21
23.04      23.2034      1516.82
23.05      23.1973      1509.47
23.06      23.1946      1502.15
23.07      23.1953      1494.86
23.08      23.1994      1487.62
23.09      23.2068       1480.4
23.1      23.2176      1473.22
23.11      23.2317      1466.08
23.12      23.2491      1458.97
23.13      23.2698       1451.9
23.14      23.2939      1444.86
23.15      23.3212      1437.85
23.16      23.3519      1430.88
23.17      23.3858      1423.95
23.18       23.423      1417.04
23.19      23.4635      1410.17
23.2      23.5073      1403.34
23.21      23.5544      1396.54
23.22      23.6048      1389.77
23.23      23.6585      1383.03
23.24      23.7155      1376.33
23.25      23.7758      1369.66
23.26      23.8394      1363.02
23.27      23.9064      1356.42
23.28      23.9767      1349.85
23.29      24.0504      1343.31
23.3      24.1275       1336.8
23.31      24.2079      1330.33
23.32      24.2918      1323.89
23.33      24.3791      1317.48
23.34      24.4698       1311.1
23.35       24.564      1304.75
23.36      24.6616      1298.43
23.37      24.7628      1292.15
23.38      24.8675       1285.9
23.39      24.9758      1279.67
23.4      25.0877      1273.48
23.41      25.2031      1267.32
23.42      25.3222      1261.19
23.43       25.445      1255.09
23.44      25.5715      1249.02
23.45      25.7017      1242.99
23.46      25.8357      1236.98
23.47      25.9736         1231
23.48      26.1152      1225.05
23.49      26.2608      1219.13
23.5      26.4103      1213.24
23.51      26.5637      1207.39
23.52      26.7212      1201.56
23.53      26.8827      1195.76
23.54      27.0484      1189.98
23.55      27.2182      1184.24
23.56      27.3922      1178.53
23.57      27.5704      1172.84
23.58       27.753      1167.19
23.59      27.9399      1161.56
23.6      28.1312      1155.96
23.61      28.3271      1150.39
23.62      28.5274      1144.85
23.63      28.7323      1139.33
23.64      28.9419      1133.85
23.65      29.1562      1128.39
23.66      29.3753      1122.96
23.67      29.5993      1117.56
23.68      29.8282      1112.18
23.69       30.062      1106.83
23.7       30.301      1101.51
23.71       30.545      1096.22
23.72      30.7943      1090.95
23.73      31.0489      1085.71
23.74      31.3089       1080.5
23.75      31.5743      1075.31
23.76      31.8453      1070.15
23.77      32.1219      1065.02
23.78      32.4042      1059.91
23.79      32.6924      1054.83
23.8      32.9864      1049.78
23.81      33.2864      1044.75
23.82      33.5926      1039.75
23.83      33.9049      1034.77
23.84      34.2235      1029.82
23.85      34.5486       1024.9
23.86      34.8801         1020
23.87      35.2183      1015.12
23.88      35.5632      1010.28
23.89       35.915      1005.45
23.9      36.2738      1000.65
23.91      36.6396      995.881
23.92      37.0126      991.133
23.93       37.393       986.41
23.94      37.7809      981.711
23.95      38.1763      977.038
23.96      38.5795      972.388
23.97      38.9906      967.764
23.98      39.4096      963.164
23.99      39.8369      958.588
 24      40.2724      954.036
24.01      40.7164      949.508
24.02       41.169      945.005
24.03      41.6304      940.525
24.04      42.1007      936.069
24.05      42.5801      931.637
24.06      43.0688      927.229
24.07      43.5669      922.844
24.08      44.0747      918.483
24.09      44.5922      914.145
24.1      45.1197      909.831
24.11      45.6574      905.539
24.12      46.2054      901.271
24.13       46.764      897.026
24.14      47.3334      892.804
24.15      47.9137      888.605
24.16      48.5052      884.429
24.17      49.1081      880.276
24.18      49.7227      876.145
24.19       50.349      872.037
24.2      50.9874      867.952
24.21      51.6382      863.889
24.22      52.3014      859.848
24.23      52.9775       855.83
24.24      53.6666      851.834
24.25      54.3689       847.86
24.26      55.0849      843.908
24.27      55.8147      839.979
24.28      56.5585      836.071
24.29      57.3168      832.186
24.3      58.0897      828.322
24.31      58.8776       824.48
24.32      59.6807      820.659
24.33      60.4994      816.861
24.34       61.334      813.084
24.35      62.1848      809.328
24.36      63.0521      805.594
24.37      63.9363      801.882
24.38      64.8376      798.191
24.39      65.7565      794.521
24.4      66.6933      790.873
24.41      67.6484      787.245
24.42      68.6221      783.639
24.43      69.6149      780.054
24.44       70.627       776.49
24.45       71.659      772.947
24.46      72.7112      769.425
24.47       73.784      765.924
24.48      74.8778      762.444
24.49      75.9932      758.985
24.5      77.1304      755.547
24.51      78.2901      752.129
24.52      79.4726      748.732
24.53      80.6785      745.356
24.54      81.9081          742
24.55      83.1621      738.665
24.56      84.4409       735.35
24.57       85.745      732.057
24.58       87.075      728.783
24.59      88.4313       725.53
24.6      89.8146      722.298
24.61      91.2255      719.086
24.62      92.6644      715.894
24.63       94.132      712.723
24.64      95.6289      709.572
24.65      97.1557      706.441
24.66      98.7131      703.331
24.67      100.302      700.241
24.68      101.922      697.171
24.69      103.575      694.122
24.7      105.261      691.093
24.71      106.981      688.084
24.72      108.736      685.095
24.73      110.526      682.127
24.74      112.352      679.179
24.75      114.215      676.251
24.76      116.115      673.343
24.77      118.054      670.456
24.78      120.033      667.589
24.79      122.051      664.741
24.8      124.111      661.915
24.81      126.212      659.108
24.82      128.356      656.322
24.83      130.544      653.556
24.84      132.777       650.81
24.85      135.055      648.085
24.86      137.379       645.38
24.87      139.751      642.695
24.88      142.172       640.03
24.89      144.642      637.386
24.9      147.163      634.763
24.91      149.736       632.16
24.92      152.361      629.577
24.93      155.041      627.015
24.94      157.776      624.474
24.95      160.567      621.953
24.96      163.416      619.453
24.97      166.323      616.973
24.98      169.291      614.514
24.99       172.32      612.076
 25      175.411      609.659
25.01      178.567      607.263
25.02      181.788      604.888
25.03      185.077      602.534
25.04      188.433      600.201
25.05      191.859      597.889
25.06      195.357      595.598
25.07      198.927      593.329
25.08      202.572      591.081
25.09      206.292      588.855
25.1      210.091      586.651
25.11      213.968      584.468
25.12      217.927      582.307
25.13      221.968      580.167
25.14      226.094       578.05
25.15      230.307      575.955
25.16      234.608      573.883
25.17      238.999      571.832
25.18      243.482      569.804
25.19      248.059      567.799
25.2      252.732      565.817
25.21      257.503      563.857
25.22      262.375       561.92
25.23      267.349      560.007
25.24      272.428      558.117
25.25      277.614       556.25
25.26      282.909      554.408
25.27      288.315      552.589
25.28      293.836      550.794
25.29      299.472      549.023
25.3      305.228      547.276
25.31      311.105      545.555
25.32      317.106      543.858
25.33      323.234      542.186
25.34      329.491      540.539
25.35       335.88      538.918
25.36      342.404      537.322
25.37      349.066      535.752
25.38      355.869      534.209
25.39      362.815      532.692
25.4      369.908      531.201
25.41      377.151      529.738
25.42      384.546      528.301
25.43      392.098      526.893
25.44       399.81      525.512
25.45      407.684      524.159
25.46      415.724      522.834
25.47      423.934      521.539
25.48      432.318      520.272
25.49      440.878      519.035
25.5      449.618      517.828
25.51      458.543      516.651
25.52      467.656      515.505
25.53       476.96      514.389
25.54      486.461      513.305
25.55      496.161      512.253
25.56      506.066      511.232
25.57      516.178      510.245
25.58      526.503      509.291
25.59      537.044       508.37
25.6      547.806      507.483
25.61      558.794      506.631
25.62      570.011      505.814
25.63      581.463      505.033
25.64      593.154      504.288
25.65      605.089       503.58
25.66      617.273      502.909
25.67       629.71      502.276
25.68      642.405      501.682
25.69      655.365      501.127
25.7      668.592      500.612
25.71      682.094      500.138
25.72      695.874      499.705
25.73      709.939      499.314
25.74      724.293      498.965
25.75      738.942      498.661
25.76      753.892      498.401
25.77      769.148      498.186
25.78      784.715      498.018
25.79      800.601      497.896
25.8      816.809      497.822
25.81      833.346      497.798
25.82      850.218      497.823
25.83      867.431      497.899
25.84       884.99      498.027
25.85      902.902      498.208
25.86      921.173      498.443
25.87      939.808      498.734
25.88      958.815      499.081
25.89      978.198      499.486
25.9      997.965      499.949
25.91      1018.12      500.474
25.92      1038.67       501.06
25.93      1059.63      501.709
25.94      1080.99      502.423
25.95      1102.76      503.202
25.96      1124.96       504.05
25.97      1147.58      504.967
25.98      1170.64      505.955
25.99      1194.13      507.015
 26      1218.07      508.151
26.01      1242.46      509.362
26.02       1267.3      510.652
26.03      1292.61      512.022
26.04      1318.39      513.475
26.05      1344.64      515.012
26.06      1371.37      516.635
26.07      1398.58      518.348
26.08      1426.29      520.152
26.09      1454.49       522.05
26.1      1483.18      524.044
26.11      1512.39      526.137
26.12       1542.1      528.332
26.13      1572.33      530.632
26.14      1603.07      533.039
26.15      1634.33      535.556
26.16      1666.12      538.188
26.17      1698.43      540.936
26.18      1731.27      543.804
26.19      1764.65      546.797
26.2      1798.56      549.917
26.21         1833      553.168
26.22      1867.98      556.554
26.23      1903.49      560.079
26.24      1939.55      563.748
26.25      1976.13      567.564
26.26      2013.25      571.532
26.27       2050.9      575.658
26.28      2089.08      579.945
26.29      2127.78      584.399
26.3         2167      589.024
26.31      2206.74      593.827
26.32      2246.99      598.813
26.33      2287.74      603.987
26.34      2328.98      609.356
26.35      2370.71      614.926
26.36      2412.91      620.703
26.37      2455.57      626.694
26.38      2498.68      632.905
26.39      2542.23      639.344
26.4      2586.19      646.018
26.41      2630.56      652.935
26.42      2675.32      660.103
26.43      2720.44      667.529
26.44       2765.9      675.222
26.45      2811.68      683.191
26.46      2857.75      691.444
26.47       2904.1      699.991
26.48      2950.68      708.841
26.49      2997.46      718.005
26.5      3044.42      727.491
26.51      3091.52      737.311
26.52      3138.73      747.475
26.53      3185.99      757.993
26.54      3233.27      768.878
26.55      3280.53       780.14
26.56      3327.72      791.792
26.57      3374.78      803.845
26.58      3421.68      816.311
26.59      3468.34      829.204
26.6      3514.72      842.535
26.61      3560.75      856.318
26.62      3606.38      870.566
26.63      3651.53      885.292
26.64      3696.14      900.509
26.65      3740.14      916.232
26.66      3783.45      932.473
26.67         3826      949.247
26.68      3867.71      966.567
26.69       3908.5      984.447
26.7      3948.28       1002.9
26.71      3986.98      1021.94
26.72      4024.49      1041.58
26.73      4060.74      1061.83
26.74      4095.63      1082.71
26.75      4129.07      1104.22
26.76      4160.97      1126.38
26.77      4191.23       1149.2
26.78      4219.75      1172.69
26.79      4246.44      1196.86
26.8      4271.21      1221.71
26.81      4293.96      1247.26
26.82      4314.59      1273.51
26.83      4333.01      1300.46
26.84      4349.14      1328.13
26.85      4362.89       1356.5
26.86      4374.16      1385.58
26.87      4382.88      1415.37
26.88      4388.97      1445.86
26.89      4392.36      1477.06
26.9      4392.98      1508.94
26.91      4390.77      1541.51
26.92      4385.67      1574.75
26.93      4377.64      1608.63
26.94      4366.64      1643.16
26.95      4352.63       1678.3
26.96      4335.59      1714.03
26.97      4315.51      1750.32
26.98      4292.38      1787.15
26.99      4266.21      1824.49
 27      4237.01       1862.3
27.01      4204.82      1900.54
27.02      4169.66      1939.18
27.03      4131.58      1978.17
27.04      4090.65      2017.46
27.05      4046.94      2057.01
27.06      4000.52      2096.77
27.07      3951.48      2136.68
27.08      3899.92       2176.7
27.09      3845.95      2216.76
27.1      3789.69      2256.82
27.11      3731.27      2296.81
27.12      3670.81      2336.67
27.13      3608.47      2376.35
27.14      3544.37      2415.79
27.15      3478.68      2454.92
27.16      3411.55       2493.7
27.17      3343.13      2532.05
27.18      3273.59      2569.94
27.19      3203.08      2607.29
27.2      3131.77      2644.06
27.21      3059.82       2680.2
27.22      2987.38      2715.66
27.23      2914.61      2750.38
27.24      2841.65      2784.33
27.25      2768.67      2817.47
27.26      2695.79      2849.76
27.27      2623.17      2881.15
27.28      2550.92      2911.63
27.29      2479.17      2941.15
27.3      2408.04      2969.71
27.31      2337.64      2997.26
27.32      2268.07      3023.81
27.33      2199.43      3049.32
27.34      2131.79      3073.79
27.35      2065.25      3097.21
27.36      1999.87      3119.58
27.37      1935.71      3140.88
27.38      1872.84      3161.13
27.39      1811.29      3180.31
27.4      1751.11      3198.45
27.41      1692.33      3215.54
27.42      1634.99       3231.6
27.43      1579.09      3246.63
27.44      1524.67      3260.66
27.45      1471.72      3273.69
27.46      1420.25      3285.74
27.47      1370.27      3296.84
27.48      1321.76      3306.99
27.49      1274.73      3316.23
27.5      1229.15      3324.56
27.51      1185.02      3332.03
27.52      1142.31      3338.63
27.53         1101      3344.41
27.54      1061.07      3349.38
27.55       1022.5      3353.57
27.56      985.249         3357
27.57      949.302       3359.7
27.58      914.623      3361.69
27.59      881.181      3362.99
27.6      848.947      3363.63
27.61      817.886      3363.63
27.62      787.966      3363.01
27.63      759.155       3361.8
27.64      731.419      3360.03
27.65      704.726       3357.7
27.66      679.042      3354.85
27.67      654.334       3351.5
27.68      630.571      3347.66
27.69       607.72      3343.36
27.7      585.751      3338.61
27.71      564.631      3333.45
27.72      544.332      3327.87
27.73      524.823      3321.91
27.74      506.075      3315.58
27.75      488.061       3308.9
27.76      470.752      3301.87
27.77      454.123      3294.53
27.78      438.146      3286.89
27.79      422.798      3278.95
27.8      408.053      3270.74
27.81      393.888      3262.26
27.82       380.28      3253.54
27.83      367.207      3244.58
27.84      354.648       3235.4
27.85      342.582         3226
27.86       330.99       3216.4
27.87      319.851      3206.61
27.88      309.149      3196.65
27.89      298.865      3186.51
27.9      288.982      3176.21
27.91      279.484      3165.76
27.92      270.355      3155.18
27.93       261.58      3144.45
27.94      253.144       3133.6
27.95      245.033      3122.64
27.96      237.235      3111.56
27.97      229.737      3100.38
27.98      222.525      3089.11
27.99      215.588      3077.74
 28      208.915      3066.29
28.01      202.496      3054.77
28.02      196.319      3043.17
28.03      190.374      3031.51
28.04      184.653      3019.78
28.05      179.146         3008
28.06      173.844      2996.17
28.07      168.739      2984.29
28.08      163.823      2972.37
28.09      159.088      2960.41
28.1      154.527      2948.42
28.11      150.133       2936.4
28.12      145.899      2924.35
28.13      141.819      2912.28
28.14      137.886      2900.18
28.15      134.094      2888.07
28.16      130.438      2875.95
28.17      126.913      2863.82
28.18      123.513      2851.68
28.19      120.234      2839.53
28.2       117.07      2827.38
28.21      114.016      2815.23
28.22       111.07      2803.08
28.23      108.226      2790.93
28.24       105.48      2778.79
28.25      102.829      2766.66
28.26      100.269      2754.54
28.27      97.7962      2742.43
28.28      95.4075      2730.34
28.29      93.0998      2718.26
28.3      90.8698      2706.19
28.31      88.7146      2694.14
28.32      86.6313      2682.12
28.33      84.6173      2670.11
28.34        82.67      2658.13
28.35      80.7868      2646.17
28.36      78.9654      2634.23
28.37      77.2035      2622.32
28.38      75.4988      2610.44
28.39      73.8493      2598.58
28.4       72.253      2586.76
28.41      70.7078      2574.96
28.42       69.212      2563.19
28.43      67.7638      2551.46
28.44      66.3614      2539.75
28.45      65.0033      2528.08
28.46      63.6878      2516.44
28.47      62.4134      2504.84
28.48      61.1787      2493.27
28.49      59.9823      2481.74
28.5      58.8228      2470.24
28.51      57.6989      2458.78
28.52      56.6095      2447.36
28.53      55.5534      2435.97
28.54      54.5293      2424.62
28.55      53.5363      2413.31
28.56      52.5732      2402.04
28.57       51.639       2390.8
28.58      50.7328      2379.61
28.59      49.8537      2368.46
28.6      49.0007      2357.34
28.61       48.173      2346.27
28.62      47.3698      2335.24
28.63      46.5902      2324.25
28.64      45.8334      2313.29
28.65      45.0989      2302.38
28.66      44.3857      2291.52
28.67      43.6934      2280.69
28.68      43.0211      2269.91
28.69      42.3683      2259.16
28.7      41.7343      2248.46
28.71      41.1186       2237.8
28.72      40.5206      2227.19
28.73      39.9398      2216.62
28.74      39.3756      2206.08
28.75      38.8275       2195.6
28.76      38.2951      2185.15
28.77      37.7779      2174.75
28.78      37.2753      2164.39
28.79      36.7871      2154.07
28.8      36.3127       2143.8
28.81      35.8518      2133.57
28.82       35.404      2123.38
28.83      34.9689      2113.24
28.84      34.5461      2103.14
28.85      34.1353      2093.08
28.86      33.7362      2083.06
28.87      33.3484      2073.09
28.88      32.9717      2063.16
28.89      32.6056      2053.28
28.9        32.25      2043.43
