  t         w[0]         w[1]
0.01       1020.2       500.53
0.02      1040.79      501.123
0.03      1061.78      501.778
0.04      1083.19      502.499
0.05         1105      503.286
0.06      1127.24       504.14
0.07      1149.91      505.064
0.08      1173.01      506.059
0.09      1196.55      507.128
0.1      1220.53       508.27
0.11      1244.97       509.49
0.12      1269.86      510.788
0.13      1295.22      512.166
0.14      1321.04      513.627
0.15      1347.34      515.173
0.16      1374.12      516.806
0.17      1401.38      518.527
0.18      1429.14      520.341
0.19      1457.39      522.248
0.2      1486.14      524.253
0.21      1515.39      526.356
0.22      1545.16      528.562
0.23      1575.43      530.872
0.24      1606.23       533.29
0.25      1637.54      535.819
0.26      1669.38      538.462
0.27      1701.75      541.223
0.28      1734.65      544.103
0.29      1768.08      547.109
0.3      1802.04      550.242
0.31      1836.54      553.506
0.32      1871.57      556.906
0.33      1907.14      560.446
0.34      1943.25      564.129
0.35      1979.89      567.961
0.36      2017.06      571.945
0.37      2054.76      576.087
0.38         2093      580.391
0.39      2131.75      584.862
0.4      2171.03      589.505
0.41      2210.82      594.327
0.42      2251.12      599.331
0.43      2291.92      604.525
0.44      2333.21      609.914
0.45      2374.98      615.505
0.46      2417.23      621.303
0.47      2459.94      627.316
0.48       2503.1       633.55
0.49      2546.69      640.013
0.5       2590.7      646.712
0.51       2635.1      653.654
0.52       2679.9      660.847
0.53      2725.05        668.3
0.54      2770.55      676.021
0.55      2816.36      684.018
0.56      2862.46      692.301
0.57      2908.83      700.878
0.58      2955.43       709.76
0.59      3002.24      718.956
0.6      3049.22      728.476
0.61      3096.33       738.33
0.62      3143.54      748.529
0.63      3190.81      759.085
0.64      3238.09      770.007
0.65      3285.34      781.309
0.66      3332.52      793.001
0.67      3379.57      805.095
0.68      3426.44      817.604
0.69      3473.08      830.541
0.7      3519.42      843.918
0.71      3565.42      857.747
0.72         3611      872.043
0.73       3656.1      886.819
0.74      3700.65      902.087
0.75      3744.58      917.862
0.76      3787.82      934.157
0.77      3830.29      950.986
0.78      3871.91      968.362
0.79       3912.6        986.3
0.8      3952.27      1004.81
0.81      3990.85      1023.91
0.82      4028.24      1043.61
0.83      4064.36      1063.93
0.84      4099.11      1084.87
0.85       4132.4      1106.45
0.86      4164.13      1128.67
0.87      4194.21      1151.56
0.88      4222.55      1175.12
0.89      4249.05      1199.36
0.9      4273.62      1224.28
0.91      4296.16       1249.9
0.92      4316.57      1276.22
0.93      4334.76      1303.25
0.94      4350.65      1330.98
0.95      4364.15      1359.43
0.96      4375.16      1388.58
0.97      4383.62      1418.44
0.98      4389.44      1449.01
0.99      4392.55      1480.27
  1      4392.88      1512.23
1.01      4390.38      1544.87
1.02      4384.99      1578.17
1.03      4376.66      1612.12
1.04      4365.35      1646.71
1.05      4351.03      1681.91
1.06      4333.68       1717.7
1.07      4313.29      1754.05
1.08      4289.85      1790.94
1.09      4263.37      1828.32
1.1      4233.87      1866.18
1.11      4201.37      1904.46
1.12      4165.91      1943.14
1.13      4127.54      1982.16
1.14      4086.33      2021.48
1.15      4042.33      2061.05
1.16      3995.64      2100.83
1.17      3946.34      2140.75
1.18      3894.53      2180.78
1.19      3840.32      2220.84
1.2      3783.84      2260.89
1.21       3725.2      2300.87
1.22      3664.55      2340.72
1.23      3602.02      2380.38
1.24      3537.75      2419.79
1.25      3471.91      2458.89
1.26      3404.64      2497.62
1.27       3336.1      2535.94
1.28      3266.45      2573.77
1.29      3195.86      2611.06
1.3      3124.47      2647.77
1.31      3052.46      2683.85
1.32      2979.98      2719.23
1.33      2907.18      2753.88
1.34      2834.22      2787.75
1.35      2761.24       2820.8
1.36      2688.38      2852.99
1.37      2615.79       2884.3
1.38      2543.58      2914.68
1.39      2471.89      2944.11
1.4      2400.84      2972.56
1.41      2330.52      3000.01
1.42      2261.04      3026.45
1.43      2192.49      3051.86
1.44      2124.97      3076.22
1.45      2058.54      3099.54
1.46      1993.28      3121.79
1.47      1929.25      3142.99
1.48      1866.51      3163.13
1.49       1805.1      3182.21
1.5      1745.06      3200.24
1.51      1686.42      3217.22
1.52      1629.23      3233.18
1.53      1573.48      3248.11
1.54      1519.21      3262.03
1.55      1466.41      3274.96
1.56      1415.09      3286.92
1.57      1365.26      3297.91
1.58      1316.91      3307.97
1.59      1270.02      3317.12
1.6      1224.59      3325.36
1.61       1180.6      3332.74
1.62      1138.03      3339.26
1.63      1096.87      3344.95
1.64      1057.08      3349.85
1.65      1018.64      3353.96
1.66      981.529      3357.31
1.67      945.712      3359.94
1.68      911.161      3361.85
1.69      877.844      3363.08
1.7       845.73      3363.66
1.71      814.787      3363.59
1.72      784.982      3362.91
1.73      756.282      3361.65
1.74      728.654      3359.81
1.75      702.064      3357.43
1.76      676.481      3354.53
1.77      651.871      3351.13
1.78      628.203      3347.24
1.79      605.443      3342.89
1.8      583.561      3338.11
1.81      562.527       3332.9
1.82      542.309      3327.28
1.83      522.879      3321.28
1.84      504.207      3314.91
1.85      486.266       3308.2
1.86      469.028      3301.14
1.87      452.466      3293.77
1.88      436.555      3286.09
1.89      421.269      3278.13
1.9      406.584      3269.89
1.91      392.477      3261.39
1.92      378.924      3252.64
1.93      365.905      3243.65
1.94      353.397      3234.45
1.95       341.38      3225.03
1.96      329.835      3215.41
1.97      318.742      3205.61
1.98      308.083      3195.62
1.99       297.84      3185.47
  2      287.997      3175.16
2.01      278.537      3164.69
2.02      269.445      3154.09
2.03      260.705      3143.35
2.04      252.303      3132.49
2.05      244.225      3121.51
2.06      236.458      3110.43
2.07      228.989      3099.24
2.08      221.806      3087.95
2.09      214.897      3076.58
2.1       208.25      3065.12
2.11      201.856      3053.59
2.12      195.703      3041.99
2.13      189.781      3030.32
2.14      184.083      3018.59
2.15      178.597       3006.8
2.16      173.315      2994.96
2.17       168.23      2983.08
2.18      163.333      2971.16
2.19      158.616      2959.19
2.2      154.072       2947.2
2.21      149.695      2935.17
2.22      145.477      2923.12
2.23      141.411      2911.05
2.24      137.493      2898.95
2.25      133.716      2886.84
2.26      130.074      2874.72
2.27      126.561      2862.58
2.28      123.174      2850.44
2.29      119.906      2838.29
2.3      116.754      2826.14
2.31      113.711      2813.99
2.32      110.776      2801.84
2.33      107.942       2789.7
2.34      105.206      2777.56
2.35      102.564      2765.43
2.36      100.013      2753.31
2.37      97.5491       2741.2
2.38      95.1688      2729.11
2.39      92.8691      2717.03
2.4      90.6469      2704.96
2.41      88.4991      2692.92
2.42      86.4231      2680.89
2.43       84.416      2668.89
2.44      82.4753      2656.91
2.45      80.5985      2644.95
2.46      78.7833      2633.02
2.47      77.0273      2621.11
2.48      75.3283      2609.23
2.49      73.6843      2597.38
2.5      72.0933      2585.55
2.51      70.5532      2573.76
2.52      69.0624         2562
2.53      67.6189      2550.26
2.54      66.2211      2538.56
2.55      64.8674      2526.89
2.56      63.5561      2515.26
2.57      62.2858      2503.66
2.58      61.0551       2492.1
2.59      59.8625      2480.57
2.6      58.7067      2469.07
2.61      57.5864      2457.61
2.62      56.5005      2446.19
2.63      55.4476      2434.81
2.64      54.4268      2423.47
2.65      53.4368      2412.16
2.66      52.4767      2400.89
2.67      51.5455      2389.66
2.68      50.6421      2378.47
2.69      49.7657      2367.32
2.7      48.9153      2356.21
2.71      48.0901      2345.14
2.72      47.2893      2334.12
2.73       46.512      2323.13
2.74      45.7576      2312.18
2.75      45.0253      2301.28
2.76      44.3143      2290.41
2.77       43.624      2279.59
2.78      42.9537      2268.81
2.79      42.3028      2258.07
2.8      41.6708      2247.38
2.81      41.0569      2236.72
2.82      40.4607      2226.11
2.83      39.8816      2215.54
2.84       39.319      2205.01
2.85      38.7726      2194.53
2.86      38.2417      2184.09
2.87       37.726      2173.69
2.88       37.225      2163.34
2.89      36.7382      2153.03
2.9      36.2652      2142.76
2.91      35.8056      2132.53
2.92      35.3591      2122.35
2.93      34.9253      2112.21
2.94      34.5037      2102.11
2.95      34.0942      2092.06
2.96      33.6962      2082.05
2.97      33.3096      2072.08
2.98      32.9339      2062.15
2.99      32.5689      2052.27
  3      32.2143      2042.43
3.01      31.8698      2032.64
3.02      31.5352      2022.88
3.03      31.2102      2013.17
3.04      30.8945      2003.51
3.05      30.5879      1993.88
3.06      30.2901       1984.3
3.07       30.001      1974.76
3.08      29.7203      1965.26
3.09      29.4479      1955.81
3.1      29.1834       1946.4
3.11      28.9267      1937.03
3.12      28.6776       1927.7
3.13       28.436      1918.41
3.14      28.2017      1909.17
3.15      27.9744      1899.97
3.16      27.7541      1890.81
3.17      27.5405      1881.69
3.18      27.3335      1872.61
3.19       27.133      1863.58
3.2      26.9389      1854.58
3.21      26.7509      1845.63
3.22       26.569      1836.72
3.23       26.393      1827.85
3.24      26.2229      1819.02
3.25      26.0584      1810.23
3.26      25.8995      1801.48
3.27       25.746      1792.78
3.28      25.5979      1784.11
3.29      25.4551      1775.48
3.3      25.3174       1766.9
3.31      25.1847      1758.35
3.32      25.0571      1749.84
3.33      24.9343      1741.38
3.34      24.8163      1732.95
3.35       24.703      1724.56
3.36      24.5944      1716.22
3.37      24.4903      1707.91
3.38      24.3907      1699.64
3.39      24.2955      1691.41
3.4      24.2047      1683.22
3.41      24.1181      1675.07
3.42      24.0358      1666.95
3.43      23.9576      1658.88
3.44      23.8835      1650.84
3.45      23.8134      1642.84
3.46      23.7474      1634.88
3.47      23.6853      1626.96
3.48      23.6271      1619.07
3.49      23.5728      1611.23
3.5      23.5222      1603.42
3.51      23.4754      1595.65
3.52      23.4324      1587.91
3.53       23.393      1580.21
3.54      23.3573      1572.55
3.55      23.3252      1564.93
3.56      23.2967      1557.34
3.57      23.2718      1549.79
3.58      23.2504      1542.28
3.59      23.2325       1534.8
3.6       23.218      1527.36
3.61       23.207      1519.95
3.62      23.1995      1512.58
3.63      23.1954      1505.24
3.64      23.1946      1497.95
3.65      23.1973      1490.68
3.66      23.2033      1483.45
3.67      23.2126      1476.26
3.68      23.2253       1469.1
3.69      23.2413      1461.98
3.7      23.2607      1454.89
3.71      23.2833      1447.84
3.72      23.3092      1440.82
3.73      23.3385      1433.83
3.74       23.371      1426.88
3.75      23.4068      1419.96
3.76      23.4459      1413.08
3.77      23.4883      1406.23
3.78       23.534      1399.41
3.79       23.583      1392.63
3.8      23.6353      1385.88
3.81      23.6909      1379.16
3.82      23.7498      1372.48
3.83      23.8121      1365.83
3.84      23.8776      1359.21
3.85      23.9465      1352.63
3.86      24.0188      1346.08
3.87      24.0944      1339.56
3.88      24.1734      1333.07
3.89      24.2558      1326.61
3.9      24.3417      1320.19
3.91      24.4309      1313.79
3.92      24.5236      1307.43
3.93      24.6198      1301.11
3.94      24.7195      1294.81
3.95      24.8227      1288.54
3.96      24.9295      1282.31
3.97      25.0398       1276.1
3.98      25.1538      1269.93
3.99      25.2713      1263.79
  4      25.3925      1257.67
4.01      25.5175      1251.59
4.02      25.6461      1245.54
4.03      25.7785      1239.52
4.04      25.9147      1233.53
4.05      26.0547      1227.57
4.06      26.1987      1221.64
4.07      26.3465      1215.74
4.08      26.4982      1209.86
4.09       26.654      1204.02
4.1      26.8138      1198.21
4.11      26.9777      1192.43
4.12      27.1457      1186.67
4.13      27.3179      1180.95
4.14      27.4944      1175.25
4.15      27.6751      1169.58
4.16      27.8602      1163.94
4.17      28.0496      1158.33
4.18      28.2436      1152.75
4.19       28.442      1147.19
4.2       28.645      1141.67
4.21      28.8526      1136.17
4.22      29.0649       1130.7
4.23      29.2819      1125.26
4.24      29.5038      1119.84
4.25      29.7306      1114.45
4.26      29.9623      1109.09
4.27      30.1991      1103.76
4.28       30.441      1098.46
4.29      30.6881      1093.18
4.3      30.9404      1087.93
4.31      31.1981       1082.7
4.32      31.4612      1077.51
4.33      31.7298      1072.33
4.34       32.004      1067.19
4.35      32.2839      1062.07
4.36      32.5696      1056.98
4.37      32.8611      1051.92
4.38      33.1586      1046.88
4.39      33.4621      1041.86
4.4      33.7718      1036.88
4.41      34.0878      1031.92
4.42      34.4101      1026.98
4.43      34.7389      1022.07
4.44      35.0743      1017.18
4.45      35.4163      1012.33
4.46      35.7652      1007.49
4.47      36.1209      1002.68
4.48      36.4837        997.9
4.49      36.8537      993.141
4.5       37.231      988.407
4.51      37.6156      983.699
4.52      38.0079      979.014
4.53      38.4077      974.355
4.54      38.8154       969.72
4.55      39.2311      965.109
4.56      39.6549      960.523
4.57      40.0869      955.961
4.58      40.5273      951.423
4.59      40.9762       946.91
4.6      41.4339       942.42
4.61      41.9004      937.954
4.62      42.3759      933.512
4.63      42.8607      929.094
4.64      43.3548      924.699
4.65      43.8584      920.328
4.66      44.3718       915.98
4.67       44.895      911.655
4.68      45.4284      907.354
4.69       45.972      903.077
4.7      46.5261      898.822
4.71      47.0909       894.59
4.72      47.6665      890.381
4.73      48.2533      886.196
4.74      48.8513      882.033
4.75      49.4609      877.892
4.76      50.0822      873.775
4.77      50.7155       869.68
4.78       51.361      865.607
4.79      52.0189      861.557
4.8      52.6895      857.529
4.81       53.373      853.524
4.82      54.0698      849.541
4.83      54.7799       845.58
4.84      55.5038      841.641
4.85      56.2417      837.724
4.86      56.9938      833.829
4.87      57.7605      829.956
4.88       58.542      826.105
4.89      59.3386      822.275
4.9      60.1507      818.467
4.91      60.9785      814.681
4.92      61.8224      810.917
4.93      62.6827      807.174
4.94      63.5596      803.452
4.95      64.4537      799.752
4.96      65.3651      796.073
4.97      66.2943      792.416
4.98      67.2416      788.779
4.99      68.2073      785.164
  5       69.192       781.57
5.01      70.1959      777.997
5.02      71.2194      774.446
5.03      72.2629      770.915
5.04       73.327      767.405
5.05      74.4118      763.916
5.06       75.518      760.448
5.07       76.646      757.001
5.08      77.7961      753.574
5.09      78.9689      750.168
5.1      80.1648      746.783
5.11      81.3843      743.419
5.12      82.6279      740.075
5.13      83.8961      736.752
5.14      85.1894      733.449
5.15      86.5084      730.167
5.16      87.8535      726.906
5.17      89.2253      723.665
5.18      90.6244      720.444
5.19      92.0514      717.244
5.2      93.5068      714.064
5.21      94.9912      710.904
5.22      96.5053      707.765
5.23      98.0496      704.646
5.24      99.6248      701.548
5.25      101.232      698.469
5.26      102.871      695.411
5.27      104.543      692.374
5.28      106.248      689.356
5.29      107.988      686.359
5.3      109.763      683.382
5.31      111.574      680.425
5.32      113.421      677.489
5.33      115.306      674.573
5.34      117.228      671.676
5.35       119.19      668.801
5.36      121.191      665.945
5.37      123.233       663.11
5.38      125.317      660.295
5.39      127.443        657.5
5.4      129.612      654.725
5.41      131.826      651.971
5.42      134.084      649.237
5.43      136.389      646.523
5.44      138.741       643.83
5.45      141.141      641.157
5.46       143.59      638.504
5.47      146.089      635.872
5.48       148.64       633.26
5.49      151.243      630.669
5.5      153.899      628.098
5.51       156.61      625.548
5.52      159.378      623.018
5.53      162.202      620.509
5.54      165.084      618.021
5.55      168.026      615.553
5.56      171.029      613.106
5.57      174.094      610.681
5.58      177.222      608.275
5.59      180.416      605.891
5.6      183.675      603.528
5.61      187.003      601.186
5.62      190.399      598.866
5.63      193.866      596.566
5.64      197.405      594.288
5.65      201.018      592.031
5.66      204.707      589.796
5.67      208.472      587.582
5.68      212.316       585.39
5.69       216.24      583.219
5.7      220.246      581.071
5.71      224.336      578.944
5.72      228.512       576.84
5.73      232.775      574.758
5.74      237.127      572.698
5.75      241.571      570.661
5.76      246.108      568.646
5.77       250.74      566.654
5.78       255.47      564.684
5.79      260.299      562.738
5.8      265.229      560.815
5.81      270.264      558.915
5.82      275.404      557.038
5.83      280.652      555.185
5.84      286.011      553.356
5.85      291.483      551.551
5.86       297.07       549.77
5.87      302.775      548.013
5.88      308.601      546.281
5.89      314.549      544.573
5.9      320.623      542.891
5.91      326.824      541.233
5.92      333.157      539.601
5.93      339.624      537.995
5.94      346.227      536.414
5.95       352.97      534.859
5.96      359.855      533.331
5.97      366.885      531.829
5.98      374.064      530.354
5.99      381.395      528.906
  6       388.88      527.486
6.01      396.523      526.093
6.02      404.328      524.728
6.03      412.298      523.392
6.04      420.435      522.084
6.05      428.745      520.805
6.06       437.23      519.556
6.07      445.893      518.336
6.08       454.74      517.146
6.09      463.772      515.986
6.1      472.995      514.858
6.11      482.412       513.76
6.12      492.027      512.694
6.13      501.845      511.661
6.14      511.869      510.659
6.15      522.103      509.691
6.16      532.552      508.756
6.17       543.22      507.855
6.18      554.111      506.988
6.19      565.231      506.156
6.2      576.583       505.36
6.21      588.172      504.599
6.22      600.003      503.875
6.23      612.081      503.189
6.24       624.41       502.54
6.25      636.995      501.929
6.26      649.842      501.357
6.27      662.956      500.825
6.28       676.34      500.334
6.29      690.002      499.883
6.3      703.945      499.474
6.31      718.176      499.108
6.32        732.7      498.785
6.33      747.522      498.506
6.34      762.647      498.272
6.35      778.082      498.083
6.36      793.832      497.942
6.37      809.903      497.848
6.38        826.3      497.802
6.39      843.029      497.806
6.4      860.097       497.86
6.41      877.509      497.966
6.42      895.271      498.125
6.43      913.389      498.337
6.44      931.869      498.604
6.45      950.718      498.927
6.46      969.941      499.307
6.47      989.544      499.746
6.48      1009.53      500.244
6.49      1029.92      500.804
6.5       1050.7      501.426
6.51      1071.89      502.112
6.52      1093.49      502.864
6.53       1115.5      503.683
6.54      1137.95       504.57
6.55      1160.82      505.528
6.56      1184.12      506.557
6.57      1207.87       507.66
6.58      1232.07      508.839
6.59      1256.72      510.096
6.6      1281.83      511.432
6.61      1307.41      512.849
6.62      1333.46       514.35
6.63      1359.99      515.937
6.64      1386.99      517.611
6.65      1414.49      519.376
6.66      1442.48      521.234
6.67      1470.97      523.187
6.68      1499.95      525.238
6.69      1529.45       527.39
6.7      1559.46      529.645
6.71      1589.98      532.006
6.72      1621.02      534.476
6.73      1652.59      537.059
6.74      1684.68      539.757
6.75       1717.3      542.574
6.76      1750.45      545.514
6.77      1784.13      548.579
6.78      1818.35      551.774
6.79       1853.1      555.103
6.8      1888.38      558.568
6.81      1924.21      562.176
6.82      1960.57      565.929
6.83      1997.46      569.832
6.84      2034.89      573.891
6.85      2072.84      578.109
6.86      2111.32      582.491
6.87      2150.33      587.044
6.88      2189.85      591.771
6.89      2229.88      596.678
6.9      2270.42      601.772
6.91      2311.45      607.058
6.92      2352.97      612.542
6.93      2394.97       618.23
6.94      2437.44      624.129
6.95      2480.36      630.246
6.96      2523.73      636.588
6.97      2567.52      643.162
6.98      2611.72      649.975
6.99      2656.31      657.035
  7      2701.28      664.351
7.01       2746.6       671.93
7.02      2792.25      679.781
7.03       2838.2      687.912
7.04      2884.43      696.334
7.05      2930.92      705.055
7.06      2977.62      714.084
7.07      3024.51      723.432
7.08      3071.56       733.11
7.09      3118.72      743.126
7.1      3165.96      753.493
7.11      3213.24      764.222
7.12      3260.52      775.322
7.13      3307.74      786.808
7.14      3354.86      798.689
7.15      3401.84      810.979
7.16       3448.6      823.689
7.17      3495.11      836.833
7.18       3541.3      850.423
7.19       3587.1      864.472
7.2      3632.46      878.994
7.21      3677.31      894.002
7.22      3721.58      909.509
7.23      3765.19      925.529
7.24      3808.07      942.076
7.25      3850.15      959.163
7.26      3891.34      976.804
7.27      3931.56      995.012
7.28      3970.72       1013.8
7.29      4008.75      1033.18
7.3      4045.55      1053.18
7.31      4081.03      1073.79
7.32      4115.09      1095.03
7.33      4147.65      1116.91
7.34      4178.62      1139.45
7.35      4207.89      1162.66
7.36      4235.37      1186.54
7.37      4260.96       1211.1
7.38      4284.57      1236.35
7.39      4306.11       1262.3
7.4      4325.48      1288.96
7.41       4342.6      1316.32
7.42      4357.36      1344.39
7.43      4369.69      1373.17
7.44       4379.5      1402.66
7.45      4386.72      1432.86
7.46      4391.26      1463.76
7.47      4393.06      1495.35
7.48      4392.05      1527.63
7.49      4388.19      1560.59
7.5       4381.4       1594.2
7.51      4371.66      1628.46
7.52      4358.93      1663.34
7.53      4343.18      1698.82
7.54      4324.39      1734.88
7.55      4302.55      1771.49
7.56      4277.66      1808.62
7.57      4249.75      1846.23
7.58      4218.82      1884.29
7.59      4184.91      1922.77
7.6      4148.06      1961.61
7.61      4108.34      2000.78
7.62      4065.79      2040.23
7.63      4020.51       2079.9
7.64      3972.56      2119.76
7.65      3922.06      2159.74
7.66       3869.1      2199.79
7.67       3813.8      2239.85
7.68      3756.27      2279.88
7.69      3696.66       2319.8
7.7       3635.1      2359.57
7.71      3571.73      2399.11
7.72      3506.69      2438.38
7.73      3440.15      2477.32
7.74      3372.26      2515.86
7.75      3303.18      2553.95
7.76      3233.06      2591.54
7.77      3162.07      2628.56
7.78      3090.37      2664.97
7.79      3018.12      2700.72
7.8      2945.46      2735.76
7.81      2872.57      2770.05
7.82      2799.58      2803.54
7.83      2726.64      2836.19
7.84      2653.89      2867.96
7.85      2581.47      2898.83
7.86      2509.49      2928.76
7.87      2438.09      2957.73
7.88      2367.37      2985.71
7.89      2297.43      3012.69
7.9      2228.39      3038.64
7.91      2160.32      3063.55
7.92       2093.3      3087.42
7.93      2027.42      3110.23
7.94      1962.74      3131.98
7.95      1899.31      3152.68
7.96       1837.2      3172.31
7.97      1776.43       3190.9
7.98      1717.06      3208.43
7.99       1659.1      3224.92
  8      1602.59      3240.39
8.01      1547.54      3254.84
8.02      1493.97      3268.29
8.03      1441.87      3280.76
8.04      1391.26      3292.25
8.05      1342.13       3302.8
8.06      1294.47      3312.43
8.07      1248.28      3321.14
8.08      1203.54      3328.97
8.09      1160.23      3335.94
8.1      1118.33      3342.06
8.11      1077.82      3347.37
8.12      1038.67      3351.89
8.13      1000.87      3355.64
8.14      964.373      3358.65
8.15       929.16      3360.93
8.16      895.199      3362.52
8.17      862.457      3363.44
8.18      830.902       3363.7
8.19      800.504      3363.35
8.2      771.227      3362.39
8.21       743.04      3360.85
8.22      715.909      3358.75
8.23      689.801      3356.12
8.24      664.684      3352.98
8.25      640.524      3349.34
8.26      617.291      3345.24
8.27      594.952      3340.68
8.28      573.476      3335.69
8.29      552.833      3330.28
8.3      532.993      3324.48
8.31      513.926      3318.31
8.32      495.604      3311.77
8.33          478      3304.89
8.34      461.086      3297.68
8.35      444.836      3290.16
8.36      429.224      3282.35
8.37      414.227      3274.25
8.38      399.819      3265.89
8.39      385.978      3257.27
8.4      372.681       3248.4
8.41      359.907      3239.31
8.42      347.634      3230.01
8.43      335.844      3220.49
8.44      324.515      3210.78
8.45      313.631      3200.89
8.46      303.172      3190.82
8.47      293.121      3180.59
8.48      283.461      3170.21
8.49      274.178      3159.68
8.5      265.255      3149.01
8.51      256.677      3138.21
8.52       248.43       3127.3
8.53      240.501      3116.27
8.54      232.877      3105.13
8.55      225.545      3093.89
8.56      218.494      3082.57
8.57       211.71      3071.15
8.58      205.185      3059.66
8.59      198.906      3048.09
8.6      192.865      3036.46
8.61       187.05      3024.76
8.62      181.453         3013
8.63      176.066      3001.19
8.64      170.878      2989.33
8.65      165.883      2977.43
8.66      161.072      2965.48
8.67      156.439      2953.51
8.68      151.975      2941.49
8.69      147.674      2929.46
8.7      143.529      2917.39
8.71      139.534      2905.31
8.72      135.683      2893.21
8.73      131.971      2881.09
8.74      128.391      2868.96
8.75      124.939      2856.82
8.76      121.609      2844.67
8.77      118.396      2832.52
8.78      115.296      2820.37
8.79      112.305      2808.22
8.8      109.418      2796.08
8.81      106.631      2783.94
8.82      103.941       2771.8
8.83      101.342      2759.67
8.84      98.8332      2747.56
8.85      96.4093      2735.46
8.86      94.0677      2723.37
8.87      91.8051       2711.3
8.88      89.6186      2699.25
8.89      87.5052      2687.21
8.9      85.4622       2675.2
8.91      83.4869       2663.2
8.92      81.5769      2651.23
8.93      79.7296      2639.29
8.94      77.9427      2627.36
8.95      76.2141      2615.47
8.96      74.5414       2603.6
8.97      72.9228      2591.76
8.98      71.3562      2579.95
8.99      69.8398      2568.17
  9      68.3716      2556.42
9.01        66.95      2544.71
9.02      65.5733      2533.02
9.03      64.2399      2521.37
9.04      62.9483      2509.75
9.05       61.697      2498.17
9.06      60.4845      2486.62
9.07      59.3095      2475.11
9.08      58.1707      2463.63
9.09      57.0669      2452.19
9.1      55.9968      2440.79
9.11      54.9593      2429.42
9.12      53.9532       2418.1
9.13      52.9776      2406.81
9.14      52.0313      2395.56
9.15      51.1134      2384.35
9.16      50.2229      2373.18
9.17      49.3589      2362.05
9.18      48.5206      2350.96
9.19      47.7071      2339.91
9.2      46.9176       2328.9
9.21      46.1512      2317.93
9.22      45.4074         2307
9.23      44.6853      2296.12
9.24      43.9842      2285.27
9.25      43.3035      2274.47
9.26      42.6425      2263.71
9.27      42.0006      2252.99
9.28      41.3772      2242.31
9.29      40.7718      2231.68
9.3      40.1838      2221.09
9.31      39.6126      2210.54
9.32      39.0578      2200.03
9.33      38.5188      2189.57
9.34      37.9951      2179.15
9.35      37.4864      2168.77
9.36      36.9922      2158.44
9.37       36.512      2148.15
9.38      36.0455       2137.9
9.39      35.5921      2127.69
9.4      35.1517      2117.53
9.41      34.7237      2107.41
9.42      34.3079      2097.33
9.43      33.9039       2087.3
9.44      33.5113      2077.31
9.45      33.1299      2067.36
9.46      32.7594      2057.46
9.47      32.3994       2047.6
9.48      32.0496      2037.78
9.49      31.7098         2028
9.5      31.3798      2018.27
9.51      31.0592      2008.58
9.52      30.7479      1998.93
9.53      30.4455      1989.33
9.54      30.1519      1979.77
9.55      29.8668      1970.25
9.56        29.59      1960.77
9.57      29.3214      1951.34
9.58      29.0606      1941.94
9.59      28.8076      1932.59
9.6      28.5621      1923.29
9.61      28.3239      1914.02
9.62      28.0929       1904.8
9.63       27.869      1895.61
9.64      27.6519      1886.47
9.65      27.4415      1877.38
9.66      27.2376      1868.32
9.67      27.0401       1859.3
9.68      26.8489      1850.33
9.69      26.6639       1841.4
9.7      26.4848       1832.5
9.71      26.3116      1823.65
9.72      26.1441      1814.84
9.73      25.9823      1806.07
9.74       25.826      1797.35
9.75      25.6751      1788.66
9.76      25.5295      1780.01
9.77      25.3891       1771.4
9.78      25.2538      1762.84
9.79      25.1236      1754.31
9.8      24.9982      1745.82
9.81      24.8777      1737.37
9.82       24.762      1728.97
9.83      24.6509       1720.6
9.84      24.5444      1712.27
9.85      24.4425      1703.98
9.86       24.345      1695.73
9.87      24.2519      1687.52
9.88      24.1631      1679.34
9.89      24.0785      1671.21
9.9      23.9981      1663.12
9.91      23.9219      1655.06
9.92      23.8497      1647.04
9.93      23.7816      1639.06
9.94      23.7174      1631.12
9.95      23.6572      1623.21
9.96      23.6008      1615.35
9.97      23.5483      1607.52
9.98      23.4995      1599.72
9.99      23.4545      1591.97
 10      23.4133      1584.25
10.01      23.3756      1576.57
10.02      23.3416      1568.93
10.03      23.3113      1561.32
10.04      23.2845      1553.75
10.05      23.2612      1546.22
10.06      23.2414      1538.72
10.07      23.2252      1531.26
10.08      23.2124      1523.84
10.09       23.203      1516.45
10.1      23.1971      1509.09
10.11      23.1946      1501.78
10.12      23.1955      1494.49
10.13      23.1997      1487.25
10.14      23.2073      1480.04
10.15      23.2182      1472.86
10.16      23.2325      1465.72
10.17      23.2501      1458.61
10.18       23.271      1451.54
10.19      23.2952       1444.5
10.2      23.3227       1437.5
10.21      23.3535      1430.53
10.22      23.3876      1423.59
10.23       23.425      1416.69
10.24      23.4657      1409.82
10.25      23.5096      1402.99
10.26      23.5569      1396.19
10.27      23.6074      1389.42
10.28      23.6613      1382.69
10.29      23.7185      1375.99
10.3       23.779      1369.32
10.31      23.8428      1362.69
10.32      23.9099      1356.08
10.33      23.9804      1349.51
10.34      24.0543      1342.98
10.35      24.1315      1336.47
10.36      24.2121         1330
10.37      24.2962      1323.56
10.38      24.3836      1317.15
10.39      24.4745      1310.77
10.4      24.5689      1304.43
10.41      24.6667      1298.11
10.42      24.7681      1291.83
10.43       24.873      1285.58
10.44      24.9814      1279.36
10.45      25.0934      1273.17
10.46      25.2091      1267.01
10.47      25.3284      1260.88
10.48      25.4514      1254.78
10.49       25.578      1248.72
