Newton's Method:
Iter  | x                      | f(x)                      | Abs Error                  | Rel Error                
31    | 1.831778986244194000   | 0.04457959996259626400    | 7.50776896996696600000e-03 | 4.08189149880154700000e-03
32    | 1.846064557982374000   | -0.04081591925194290000   | 6.77780276821304800000e-03 | 3.68501689527137460000e-03
33    | 1.833014865848387100   | 0.03728483466853394000    | 6.27188936577383100000e-03 | 3.40995733699150700000e-03
34    | 1.844961059986904400   | -0.03413198325290650000   | 5.67430477274344400000e-03 | 3.08505715960682000000e-03
35    | 1.834045924215624000   | 0.03118610220365842700    | 5.24083099853700500000e-03 | 2.84938223128061330000e-03
36    | 1.844036763371314600   | -0.02854525473054473500   | 4.75000815715365100000e-03 | 2.58252724524217800000e-03
37    | 1.834906569961418200   | 0.02608626688541829800    | 4.38018525274275200000e-03 | 2.38145859547210000000e-03
38    | 1.843262668509666000   | -0.02387456728070804300   | 3.97591329550506250000e-03 | 2.16166037418244730000e-03
39    | 1.835625271941781800   | 0.02182113305109772300    | 3.66148327237914000000e-03 | 1.99070822534836800000e-03
40    | 1.842614453261123300   | -0.01996908948383272600   | 3.32769804696231300000e-03 | 1.80923286569029100000e-03
41    | 1.836225640290398700   | 0.01825375134492736700    | 3.06111492376226500000e-03 | 1.66429455063728660000e-03
42    | 1.842071716907892400   | -0.01670307604998200200   | 2.78496169373143600000e-03 | 1.51415307365009720000e-03
43    | 1.836727291128033200   | 0.01526978794245475300    | 2.55946408612772740000e-03 | 1.39155250200761180000e-03
44    | 1.841617349372835400   | -0.01397159498514901100   | 2.33059415867442600000e-03 | 1.26711843711561910000e-03
45    | 1.837146545000644000   | 0.01277372677768998600    | 2.14021021351706860000e-03 | 1.16360877794059300000e-03
46    | 1.841237002982509800   | -0.01168702280533118200   | 1.95024776834884500000e-03 | 1.06032828367850900000e-03
47    | 1.837496995303873800   | 0.01068573622467436000    | 1.78975991028718080000e-03 | 9.73072798579896600000e-04
48    | 1.840918649152847000   | -0.00977615385420944400   | 1.63189393868612420000e-03 | 8.87242804342442700000e-04
49    | 1.837789973617862700   | 0.00893907295709833000    | 1.49678159629829100000e-03 | 8.13783708307088000000e-04
50    | 1.840652205936564000   | -0.00817780662486088000   | 1.36545072240301660000e-03 | 7.42380555142978600000e-04
51    | 1.838034932384355200   | 0.00747792443488215600    | 1.25182282980573770000e-03 | 6.80602318402482800000e-04
52    | 1.840429224972922800   | -0.00684083596733601100   | 1.14246975876186600000e-03 | 6.21148255171793600000e-04
53    | 1.838239760720839000   | 0.00625561214881109600    | 1.04699449332201770000e-03 | 5.69239402368288600000e-04
54    | 1.840242628363427000   | -0.00572247897882302200   | 9.55873149266039900000e-04 | 5.19697728783319000000e-04
55    | 1.838411045771139100   | 0.00523309312082252500    | 8.75709443021843700000e-04 | 4.76113602481674370000e-04
56    | 1.840086487562564900   | -0.00478697654693073800   | 7.99732348403914300000e-04 | 4.34805690921639800000e-04
57    | 1.838554289449893200   | 0.00437770889334768600    | 7.32465764267775700000e-04 | 3.98233588205494140000e-04
58    | 1.839955837641789700   | -0.00400442340541865400   | 6.69082427628753300000e-04 | 3.63772764487094500000e-04
59    | 1.838674088497629400   | 0.00366214041188671170    | 6.12666716531595800000e-04 | 3.33100162220359560000e-04
60    | 1.839846521332790400   | -0.00334980810045999160   | 5.59766118629401200000e-04 | 3.04338688376094870000e-04
61    | 1.838774284256537000   | 0.00306353450358073540    | 5.12470957623856200000e-04 | 2.78624828983877300000e-04
62    | 1.839755058131677000   | -0.00280221107182843100   | 4.68302917516094650000e-04 | 2.54611150865144400000e-04
63    | 1.838858087390878600   | 0.00256277354513834150    | 4.28667823282324900000e-04 | 2.33061985613228700000e-04
64    | 1.839678534482514200   | -0.00234413454753009840   | 3.91779268353209530000e-04 | 2.13006083604180560000e-04
65    | 1.838928181831294600   | 0.00214386471777025130    | 3.58573382866378400000e-04 | 1.94952408508279180000e-04
66    | 1.839614511681073800   | -0.00196094242794066450   | 3.27756466912854100000e-04 | 1.78197589899292850000e-04
67    | 1.838986811462738300   | 0.00179342919524419900    | 2.99943751422615530000e-04 | 1.63076122074119430000e-04
68    | 1.839560948666374900   | -0.00164039201039007620   | 2.74193452213911100000e-04 | 1.49075967320813380000e-04
69    | 1.839035852460468000   | 0.00150027487401972960    | 2.50902753692994200000e-04 | 1.36413070437067250000e-04
70    | 1.839516137313418600   | -0.00137224243700170440   | 2.29382099257602330000e-04 | 1.24712527074601680000e-04
71    | 1.839076873676978500   | 0.00125503896125740110    | 2.09881537182488030000e-04 | 1.14110285733042240000e-04
72    | 1.839478648217767200   | -0.00114792725939632300   | 1.91893003606224970000e-04 | 1.04330117673185510000e-04
73    | 1.839111187071940300   | 0.00104988898807675420    | 1.75568142220639000000e-04 | 9.54544699041212700000e-05
74    | 1.839447285281550400   | -0.00096028059888603990   | 1.60530067389474950000e-04 | 8.72784338463761300000e-05
75    | 1.839139889839337800   | 0.00087827269203596570    | 1.46865374823113020000e-04 | 7.98490906362300500000e-05
76    | 1.839421047679842500   | -0.00080330811572754930   | 1.34292465681529200000e-04 | 7.30133380783751600000e-05
77    | 1.839163899607307400   | 0.00073470877867163970    | 1.22855606853544690000e-04 | 6.67952435938896100000e-05
78    | 1.839399098013585500   | -0.00067199544650873940   | 1.12342799424514080000e-04 | 6.10795457021780300000e-05
79    | 1.839183983855627200   | 0.00061461187988078240    | 1.02771358533759740000e-04 | 5.58756584542432340000e-05
80    | 1.839380735646757700   | -0.00056214797465869990   | 9.39804325967852300000e-05 | 5.10961286109204000000e-05
81    | 1.839200784504766400   | 0.00051414611997519750    | 8.59707093945338800000e-05 | 4.67413301111515500000e-05
82    | 1.839365374386707800   | -0.00047025680554670300   | 7.86191725468121700000e-05 | 4.27443803006443040000e-05
83    | 1.839214838471797200   | 0.00043010261403012410    | 7.19167423637312500000e-05 | 3.91003426517674700000e-05
84    | 1.839352523802205500   | -0.00039338665830929950   | 6.57685880445235700000e-05 | 3.57576587000789200000e-05
85    | 1.839226594856612400   | 0.00035979698740870196    | 6.01603575485221140000e-05 | 3.27085253987582900000e-05
86    | 1.839341773587758900   | -0.00032908208898975645   | 5.50183735978926340000e-05 | 2.99128852213620500000e-05
87    | 1.839236429312170800   | 0.00030098364453731310    | 5.03259019901669550000e-05 | 2.73616399658720750000e-05
88    | 1.839332780478485100   | -0.00027528904661241630   | 4.60252643241787500000e-05 | 2.50234305193045900000e-05
89    | 1.839244656061098700   | 0.00025178404967566133    | 4.20991530623027200000e-05 | 2.28888469636159700000e-05
90    | 1.839325257300189700   | -0.00023028925454582352   | 3.85020860287355050000e-05 | 2.09331611395485950000e-05
91    | 1.839251537944781800   | 0.00021062672973684980    | 3.52172693791619200000e-05 | 1.91472424184674400000e-05
92    | 1.839318963806739300   | -0.00019264531987861488   | 3.22085925783532900000e-05 | 1.75114578991262400000e-05
93    | 1.839257294827542700   | 0.00017619708341877683    | 2.94603866182185930000e-05 | 1.60172885139861250000e-05
94    | 1.839313699013352500   | -0.00016115481659933247   | 2.69437991915477680000e-05 | 1.46490475806261730000e-05
95    | 1.839262110625468000   | 0.00014739539395553742    | 2.46445886928903240000e-05 | 1.33989920946398500000e-05
96    | 1.839309294781826000   | -0.00013481187530814002   | 2.25395676649586820000e-05 | 1.22545152902676360000e-05
97    | 1.839266139185179400   | 0.00012330170470420398    | 2.06160289815127130000e-05 | 1.12087084425898800000e-05
98    | 1.839305610453438200   | -0.00011277505216789054   | 1.88552392772489700000e-05 | 1.02513864267203540000e-05
99    | 1.839269509200873300   | 0.00010314643589978294    | 1.72460132876750550000e-05 | 9.37646793725048100000e-06
100   | 1.839302528358544200   | -0.00009434045048844248   | 1.57731443832798130000e-05 | 8.57568529679497200000e-06
101   | 1.839272328327067000   | 0.00008628580422038418    | 1.44268870938546460000e-05 | 7.84374000027789100000e-06
102   | 1.839299950059743600   | -0.00007891923621843640   | 1.31948455825980910000e-05 | 7.17389256742716200000e-06
103   | 1.839274686618686400   | 0.00007218126016323672    | 1.20685954745347600000e-05 | 6.56156275812986500000e-06
104   | 1.839297793208838300   | -0.00006601882900549227   | 1.10379946773875300000e-05 | 6.00123642824922100000e-06
105   | 1.839276659408564000   | 0.00006038228649783508    | 1.00958055968547460000e-05 | 5.48897857728509600000e-06
106   | 1.839295988917350600   | -0.00005522716796134221   | 9.23370318961502800000e-06 | 5.02026297065347200000e-06
107   | 1.839278309714386800   | 0.00005051200846801457    | 8.44549977419006800000e-06 | 4.59172543392055300000e-06
108   | 1.839294479556706300   | -0.00004619954948445074   | 7.72434254536769000000e-06 | 4.19964017218636000000e-06
109   | 1.839279690252070300   | 0.00004225515610301045    | 7.06496209068596700000e-06 | 3.84114226379200100000e-06
110   | 1.839293216917904800   | -0.00003864761667011457   | 6.46170374385413000000e-06 | 3.51315732880474600000e-06
111   | 1.839280845119926700   | 0.00003534799422309578    | 5.91009423422939050000e-06 | 3.21325329912531100000e-06
112   | 1.839292160671939700   | -0.00003233014860842027   | 5.40545777871770400000e-06 | 2.93888800285973280000e-06
113   | 1.839281811207475100   | 0.00002956989847012283    | 4.94400668582528600000e-06 | 2.68800211375937460000e-06
114   | 1.839291277081829500   | -0.00002704535529815136   | 4.52186766852769000000e-06 | 2.45848976822604130000e-06

Secant Method:
Iter  | x                      | f(x)                      | Abs Error                  | Rel Error                
--------------------------------------------------------------------------------------------------------------------
0     | 1.666666666666666700   | -0.81481481481481420000   | 1.72620088547494220000e-01 | 9.38516455132059300000e-02
1     | 1.816326530612245000   | -0.12323096668904965000   | 2.29602246019160460000e-02 | 1.24832218450040590000e-02
2     | 1.842993911232174300   | 0.02034159491249565300    | 3.70715601801330230000e-03 | 2.01553999532914200000e-03
3     | 1.839215633210964200   | -0.00038903966746439700   | 7.11220031968107200000e-05 | 3.86682516987567200000e-05
4     | 1.839286537939871000   | -0.00000118856702324699   | 2.17274289893154560000e-07 | 1.18129644155381200000e-07
5     | 1.839286755226923900   | 0.00000000006981681899    | 1.27629018464858750000e-11 | 6.93904950400178400000e-12

Steffenson's Method:
Iter  | x                      | f(x)                      | Abs Error                  | Rel Error                
--------------------------------------------------------------------------------------------------------------------
0     | -6.500000000000000000  | -6.62500000000000000000   | 8.33928675521416100000e+00 | 4.53397858249849700000e+00
1     | -6.496990857661436000  | 311.37800914233856000000  | 8.33627761287559800000e+00 | 4.53234254487139300000e+00
2     | -6.493977851525272000  | 310.96068010563397000000  | 8.33326460673943400000e+00 | 4.53070440653998700000e+00
3     | -6.490960970061689000  | 310.54318702077535000000  | 8.33024772527585000000e+00 | 4.52906416123564300000e+00
4     | -6.487940201686873500  | 310.12552955918440000000  | 8.32722695690103400000e+00 | 4.52742180266036700000e+00
5     | -6.484915534762668000  | 309.70770739109090000000  | 8.32420228997682800000e+00 | 4.52577732448662300000e+00
6     | -6.481886957596225000  | 309.28972018552670000000  | 8.32117371281038500000e+00 | 4.52413072035713800000e+00
7     | -6.478854458439655000  | 308.87156761031906000000  | 8.31814121365381700000e+00 | 4.52248198388471400000e+00
8     | -6.475818025489676000  | 308.45324933208460000000  | 8.31510478070383700000e+00 | 4.52083110865203400000e+00
9     | -6.472777646887255500  | 308.03476501622276000000  | 8.31206440210141700000e+00 | 4.51917808821147400000e+00
10    | -6.469733310717251000  | 307.61611432690916000000  | 8.30902006593141200000e+00 | 4.51752291608490100000e+00
11    | -6.466685005008050000  | 307.19729692708944000000  | 8.30597176022221000000e+00 | 4.51586558576348100000e+00
12    | -6.463632717731204000  | 306.77831247847280000000  | 8.30291947294536600000e+00 | 4.51420609070748100000e+00
13    | -6.460576436801060000  | 306.35916064152510000000  | 8.29986319201522000000e+00 | 4.51254442434606100000e+00
14    | -6.457516150074391000  | 305.93984107546200000000  | 8.29680290528855100000e+00 | 4.51088058007708350000e+00
15    | -6.454451845350023000  | 305.52035343824340000000  | 8.29373860056418300000e+00 | 4.50921455126690400000e+00
16    | -6.451383510368452000  | 305.10069738656550000000  | 8.29067026558261200000e+00 | 4.50754633125016600000e+00
17    | -6.448311132811474000  | 304.68087257585444000000  | 8.28759788802563500000e+00 | 4.50587591332959600000e+00
18    | -6.445234700301792000  | 304.26087866026010000000  | 8.28452145551595400000e+00 | 4.50420329077579200000e+00
19    | -6.442154200402634000  | 303.84071529264820000000  | 8.28144095561679400000e+00 | 4.50252845682702050000e+00
20    | -6.439069620617366000  | 303.42038212459425000000  | 8.27835637583152800000e+00 | 4.50085140468900000000e+00
21    | -6.435980948389094000  | 302.99987880637620000000  | 8.27526770360325500000e+00 | 4.49917212753468000000e+00
22    | -6.432888171100269000  | 302.57920498696757000000  | 8.27217492631443100000e+00 | 4.49749061850404300000e+00
23    | -6.429791276072291000  | 302.15836031402995000000  | 8.26907803128645100000e+00 | 4.49580687070387000000e+00
24    | -6.426690250565104000  | 301.73734443390686000000  | 8.26597700577926500000e+00 | 4.49412087720753500000e+00
25    | -6.423585081776786000  | 301.31615699161586000000  | 8.26287183699094600000e+00 | 4.49243263105477100000e+00
26    | -6.420475756843149000  | 300.89479763084130000000  | 8.25976251205731000000e+00 | 4.49074212525146400000e+00
27    | -6.417362262837315000  | 300.47326599392740000000  | 8.25664901805147600000e+00 | 4.48904935276940900000e+00
28    | -6.414244586769309000  | 300.05156172187080000000  | 8.25353134198347000000e+00 | 4.48735430654610100000e+00
29    | -6.411122715585632000  | 299.62968445431340000000  | 8.25040947079979300000e+00 | 4.48565697948449600000e+00
30    | -6.407996636168843000  | 299.20763382953470000000  | 8.24728339138300400000e+00 | 4.48395736445278500000e+00
31    | -6.404866335337127000  | 298.78540948444420000000  | 8.24415309055128800000e+00 | 4.48225545428416000000e+00
32    | -6.401731799843869000  | 298.36301105457454000000  | 8.24101855505803000000e+00 | 4.48055124177658300000e+00
33    | -6.398593016377216000  | 297.94043817407300000000  | 8.23787977159137700000e+00 | 4.47884471969254300000e+00
34    | -6.395449971559641000  | 297.51769047569470000000  | 8.23473672677380200000e+00 | 4.47713588075882900000e+00
35    | -6.392302651947500000  | 297.09476759079440000000  | 8.23158940716166000000e+00 | 4.47542471766627800000e+00
36    | -6.389151044030590000  | 296.67166914931903000000  | 8.22843779924475200000e+00 | 4.47371122306954100000e+00
37    | -6.385995134231693000  | 296.24839477979990000000  | 8.22528188944585300000e+00 | 4.47199538958683300000e+00
38    | -6.382834908906129000  | 295.82494410934464000000  | 8.22212166412029000000e+00 | 4.47027720979969350000e+00
39    | -6.379670354341298000  | 295.40131676362950000000  | 8.21895710955545800000e+00 | 4.46855667625272900000e+00
40    | -6.376501456756215000  | 294.97751236689110000000  | 8.21578821197037700000e+00 | 4.46683378145337400000e+00
41    | -6.373328202301051000  | 294.55353054191910000000  | 8.21261495751521200000e+00 | 4.46510851787162450000e+00
42    | -6.370150577056659000  | 294.12937091004710000000  | 8.20943733227082000000e+00 | 4.46338087793979500000e+00
43    | -6.366968567034104000  | 293.70503309114525000000  | 8.20625532224826400000e+00 | 4.46165085405225600000e+00
44    | -6.363782158174184500  | 293.28051670361214000000  | 8.20306891338834600000e+00 | 4.45991843856517440000e+00
45    | -6.360591336346952000  | 292.85582136436560000000  | 8.19987809156111400000e+00 | 4.45818362379625000000e+00
46    | -6.357396087351227000  | 292.43094668883566000000  | 8.19668284256538700000e+00 | 4.45644640202445800000e+00
47    | -6.354196396914106000  | 292.00589229095516000000  | 8.19348315212826600000e+00 | 4.45470676548977900000e+00
48    | -6.350992250690470000  | 291.58065778315180000000  | 8.19027900590463200000e+00 | 4.45296470639293050000e+00
49    | -6.347783634262487000  | 291.15524277633955000000  | 8.18707038947664900000e+00 | 4.45122021689509200000e+00
50    | -6.344570533139108000  | 290.72964687990990000000  | 8.18385728835327000000e+00 | 4.44947328911764300000e+00
51    | -6.341352932755560400  | 290.30386970172367000000  | 8.18063968796972100000e+00 | 4.44772391514187400000e+00
52    | -6.338130818472837500  | 289.87791084810170000000  | 8.17741757368699900000e+00 | 4.44597208700872000000e+00
53    | -6.334904175577181000  | 289.45176992381650000000  | 8.17419093079134200000e+00 | 4.44421779671847000000e+00
54    | -6.331672989279562500  | 289.02544653208355000000  | 8.17095974449372300000e+00 | 4.44246103623049300000e+00
55    | -6.328437244715158000  | 288.59894027455186000000  | 8.16772399992931900000e+00 | 4.44070179746294900000e+00
56    | -6.325196926942816000  | 288.17225075129560000000  | 8.16448368215697700000e+00 | 4.43894007229249500000e+00
57    | -6.321952020944528000  | 287.74537756080470000000  | 8.16123877615869000000e+00 | 4.43717585255400900000e+00
58    | -6.318702511624886000  | 287.31832029997600000000  | 8.15798926683904600000e+00 | 4.43540913004027700000e+00
59    | -6.315448383810537000  | 286.89107856410385000000  | 8.15473513902469800000e+00 | 4.43363989650172000000e+00
60    | -6.312189622249639000  | 286.46365194687110000000  | 8.15147637746380100000e+00 | 4.43186814364607800000e+00
61    | -6.308926211611305000  | 286.03604004033946000000  | 8.14821296682546500000e+00 | 4.43009386313811150000e+00
62    | -6.305658136485044000  | 285.60824243494073000000  | 8.14494489169920400000e+00 | 4.42831704659931200000e+00
63    | -6.302385381380198000  | 285.18025871946680000000  | 8.14167213659435900000e+00 | 4.42653768560757500000e+00
64    | -6.299107930725373400  | 284.75208848106035000000  | 8.13839468593953400000e+00 | 4.42475577169690700000e+00
65    | -6.295825768867868000  | 284.32373130520523000000  | 8.13511252408202900000e+00 | 4.42297129635710400000e+00
66    | -6.292538880073091000  | 283.89518677571670000000  | 8.13182563528725300000e+00 | 4.42118425103344400000e+00
67    | -6.289247248523981000  | 283.46645447473225000000  | 8.12853400373814200000e+00 | 4.41939462712636200000e+00
68    | -6.285950858320415000  | 283.03753398270090000000  | 8.12523761353457600000e+00 | 4.41760241599113700000e+00
69    | -6.282649693478612500  | 282.60842487837410000000  | 8.12193644869277300000e+00 | 4.41580760893756350000e+00
70    | -6.279343737930537000  | 282.17912673879520000000  | 8.11863049314469800000e+00 | 4.41401019722962700000e+00
71    | -6.276032975523292000  | 281.74963913929000000000  | 8.11531973073745400000e+00 | 4.41221017208517400000e+00
72    | -6.272717390018507000  | 281.31996165345595000000  | 8.11200414523266700000e+00 | 4.41040752467558050000e+00
73    | -6.269396965091723000  | 280.89009385315245000000  | 8.10868372030588300000e+00 | 4.40860224612541900000e+00
74    | -6.266071684331770000  | 280.46003530849066000000  | 8.10535843954593100000e+00 | 4.40679432751211700000e+00
75    | -6.262741531240136000  | 280.02978558782280000000  | 8.10202828645429700000e+00 | 4.40498375986561300000e+00
76    | -6.259406489230340000  | 279.59934425773160000000  | 8.09869324444450100000e+00 | 4.40317053416801900000e+00
77    | -6.256066541627284000  | 279.16871088302070000000  | 8.09535329684144500000e+00 | 4.40135464135327100000e+00
78    | -6.252721671666615000  | 278.73788502670270000000  | 8.09200842688077600000e+00 | 4.39953607230677200000e+00
79    | -6.249371862494069000  | 278.30686624998990000000  | 8.08865861770823000000e+00 | 4.39771481786504300000e+00
80    | -6.246017097164817000  | 277.87565411228223000000  | 8.08530385237897800000e+00 | 4.39589086881536900000e+00
81    | -6.242657358642797000  | 277.44424817115765000000  | 8.08194411385695800000e+00 | 4.39406421589542800000e+00
82    | -6.239292629800047500  | 277.01264798236020000000  | 8.07857938501420800000e+00 | 4.39223484979293700000e+00
83    | -6.235922893416033000  | 276.58085309978924000000  | 8.07520964863019400000e+00 | 4.39040276114527900000e+00
84    | -6.232548132176960000  | 276.14886307548903000000  | 8.07183488739112000000e+00 | 4.38856794053913600000e+00
85    | -6.229168328675085000  | 275.71667745963690000000  | 8.06845508388924600000e+00 | 4.38673037851010900000e+00
86    | -6.225783465408026000  | 275.28429580053180000000  | 8.06507022062218600000e+00 | 4.38489006554234350000e+00
87    | -6.222393524778057000  | 274.85171764458346000000  | 8.06168027999221700000e+00 | 4.38304699206815050000e+00
88    | -6.218998489091400000  | 274.41894253630073000000  | 8.05828524430556200000e+00 | 4.38120114846761850000e+00
89    | -6.215598340557514000  | 273.98597001827994000000  | 8.05488509577167400000e+00 | 4.37935252506822300000e+00
90    | -6.212193061288366000  | 273.55279963119360000000  | 8.05147981650252700000e+00 | 4.37750111214443900000e+00
91    | -6.208782633297710000  | 273.11943091377805000000  | 8.04806938851187000000e+00 | 4.37564689991734100000e+00
92    | -6.205367038500348500  | 272.68586340282224000000  | 8.04465379371451000000e+00 | 4.37378987855420800000e+00
93    | -6.201946258711392000  | 272.25209663315553000000  | 8.04123301392555200000e+00 | 4.37193003816811400000e+00
94    | -6.198520275645508000  | 271.81813013763600000000  | 8.03780703085966800000e+00 | 4.37006736881752300000e+00
95    | -6.195089070916162000  | 271.38396344713770000000  | 8.03437582613032200000e+00 | 4.36820186050588100000e+00
96    | -6.191652626034862500  | 270.94959609053893000000  | 8.03093938124902400000e+00 | 4.36633350318119600000e+00
97    | -6.188210922410381000  | 270.51502759470990000000  | 8.02749767762454200000e+00 | 4.36446228673562300000e+00
98    | -6.184763941347978500  | 270.08025748450024000000  | 8.02405069656213900000e+00 | 4.36258820100503700000e+00
99    | -6.181311664048620000  | 269.64528528272655000000  | 8.02059841926278000000e+00 | 4.36071123576861000000e+00
100   | -6.177854071608177000  | 269.21011051015967000000  | 8.01714082682233800000e+00 | 4.35883138074837450000e+00
101   | -6.174391145016633000  | 268.77473268551210000000  | 8.01367790023079400000e+00 | 4.35694862560879200000e+00
102   | -6.170922865157269000  | 268.33915132542530000000  | 8.01020962037143000000e+00 | 4.35506295995631550000e+00
103   | -6.167449212805851000  | 267.90336594445625000000  | 8.00673596802001200000e+00 | 4.35317437333893700000e+00
104   | -6.163970168629800000  | 267.46737605506530000000  | 8.00325692384396000000e+00 | 4.35128285524574700000e+00
