1 1 0
2 2 0
3 3 -1.11022e-15
4 4 -2.77556e-16
5 5 -3.63598e-15
6 6 -1.5866e-14
7 7 -2.3449e-14
8 8 -3.95939e-14
9 9 -2.84527e-12
10 10 -3.40217e-12
11 11 8.45974e-11
12 12 5.44887e-10
13 13 1.15089e-09
14 14 -1.36022e-09
15 15 1.53038e-09
16 16 -1.60565e-07
17 17 1.5353e-08
18 18 -2.95502e-05
19 19 2.98327e-05
20 20.0017 0.00286299
21 20.9991 0.00670923
22 21.9964 0.00265619
23 22.9798 -0.0029505
24 23.9444 -0.242378
25 25.3807 -0.104787
26 25.9249 -1.65977
27 25.1906 -2.11098
28 30.3185 -0.0354556
29 29.5114 1.39269
30 26.0655 -1.36462
31 31.8562 -2.25581
32 32.3696 0.956629
33 33.2774 -2.42995
34 29.8773 0.506331
35 34.8748 8.61759
36 34.5635 2.09925
37 35.8619 -1.98174
38 33.8791 1.95417
39 35.8103 0.910129
40 34.8634 1.66077
41 33.6553 -0.209247
42 36.7371 12.6964
43 31.4296 -2.14261
44 33.4322 -3.44693
45 36.939 1.3507
46 31.8351 -1.56456
47 26.6392 7.74488
48 46.4216 2.34056
49 44.1269 8.7139
50 34.9339 1.04846
51 42.1196 -3.82228
52 38.1819 -8.33281
53 49.7503 4.05264
54 33.4353 5.89756
55 45.1781 -0.89704
56 44.4749 1.26602
57 44.1974 -0.504827
58 44.7677 3.46143
59 42.8545 -0.118013
60 52.9399 1.83152
61 43.141 1.95731
62 49.5921 1.78221
63 49.1479 -0.85259
64 43.2553 1.75231
65 72.5218 -1.75464
66 50.975 -6.13385
67 19.5752 51.1861
68 50.4183 -15.0443
69 47.4091 -0.697598
70 45.6058 3.07281
71 41.9843 -1.42377
72 64.9641 -20.4967
73 42.6393 -12.2948
74 68.8846 -6.54029
75 -33.569 -3.16407
76 57.8478 4.34879
77 51.1842 0.129427
78 64.1566 3.54403
79 56.0504 -5.46498
80 87.393 -11.8195
81 46.3948 4.46665
82 59.3991 -5.72847
83 46.0123 24.3336
84 55.2028 -8.96631
85 69.0601 -36.5927
86 54.1265 -2.17518
87 121.818 -85.0659
88 61.8454 -3.99216
89 68.9992 -8.75098
90 59.7624 -0.946643
91 55.0666 -0.560138
92 65.583 -6.66004
93 67.0075 48.988
94 62.3058 -10.5778
95 55.9499 -24.1177
96 58.9626 16.5327
97 88.3027 -7.46301
98 82.1248 -4.04602
99 56.6938 37.4573
100 44.5636 0.517366
101 62.0554 9.39117
102 57.5338 -25.7981
103 440.835 32.9953
104 36.713 9.57896
105 61.2453 5.65851
106 60.4302 82.7753
107 151.486 -58.5499
108 87.7628 -20.8167
109 65.9811 20.8917
110 81.0224 3.38143
111 -18.1262 49.4855
112 48.7477 1.43724
113 42.4255 -0.48568
114 82.8924 27.1968
115 55.4329 -8.86818
116 84.2153 2.14501
117 154.221 6.00589
118 60.8549 27.9034
119 74.3566 -9.89721
120 115.574 -17.7329
121 70.2934 7.45319
122 67.2536 8.04211
123 76.8929 -4.79233
124 89.4703 -68.6822
125 95.0957 -0.863295
126 76.5066 2.62108
127 58.7406 13.9592
128 75.1611 8.63194
129 80.1552 4.57125
130 109.049 -39.6956
131 93.7264 10.9924
132 67.8811 4.59435
133 62.8903 4.71893
134 73.6288 13.0849
135 163.027 -23.8038
136 81.7333 9.50447
137 67.4584 14.3821
138 86.9928 4.422
139 57.5438 12.6611
140 46.0588 15.6701
141 42.9261 -39.3097
142 40.5715 16.8516
143 108.006 20.2335
144 51.9021 -3.42682
145 77.2627 8.18592
146 81.2235 -4.61875
147 91.9622 -3.16041
148 98.0768 36.8645
149 90.6339 7.59855
150 54.2348 -1.19596
151 102.04 -48.1476
152 82.8027 9.40005
153 72.4097 -23.1539
154 60.5366 7.26422
155 37.8617 -44.6367
156 82.8851 -16.99
157 88.0917 -33.3806
158 371.516 12.2614
159 82.1225 19.1977
160 78.3524 3.29354
161 130.185 -3.72944
162 107.238 11.7902
163 92.4728 -18.9989
164 62.7548 -12.8617
165 69.3555 -0.696713
166 66.1618 3.93809
167 81.4373 -2.69573
168 92.7225 11.0748
169 100.934 27.8884
170 73.2234 21.5273
171 75.4639 -13.4049
172 84.252 3.42594
173 122.664 -4.9565
174 56.0764 9.68157
175 99.3027 -72.1457
176 118.38 -15.0848
177 102.596 -7.33023
178 63.9539 -13.572
179 76.7009 -34.2928
180 137.976 86.9832
181 77.5615 4.73536
182 103.96 -27.0786
183 88.0498 -27.3864
184 106.002 9.0897
185 535.331 -172.91
186 100.764 -24.1666
187 96.3653 15.5631
188 126.176 14.0212
189 92.8969 -48.761
190 123.596 -15.7763
191 73.0454 -27.6265
192 106.468 -24.3057
193 114.279 30.9527
194 85.7755 18.4307
195 104.959 -37.2757
196 90.5706 -66.3239
197 100.245 2.22698
198 95.8693 11.2757
199 155.795 -46.3037
200 100.75 -36.9785
201 99.2536 -2.59155
202 58.7595 -29.3954
203 110.532 -2.6405
204 103.033 -7.82863
205 96.1395 -3.23536
206 80.1768 -15.2787
207 117.085 -18.1163
208 121.703 -9.67327
209 56.3255 4.56776
210 97.8661 -10.919
211 85.6769 -56.7119
212 119.439 -2.46858
213 19.0824 -59.8781
214 105.756 11.0794
215 84.2421 -30.9858
216 117.067 -43.8209
217 90.445 -12.3447
218 130.668 -6.42964
219 137.365 43.3975
220 70.6878 15.0271
221 91.0969 20.7108
222 123.407 40.9438
223 100.566 55.487
224 111.657 57.4819
225 115.753 33.3963
226 80.2346 27.1572
227 93.2645 4.32474
228 90.882 -12.506
229 58.4405 8.70963
230 105.252 -5.31157
231 108.242 16.873
232 79.281 1.97943
233 30.133 41.3203
234 121.152 -1.30461
235 129.222 -29.1654
236 133.616 6.6345
237 45.8563 -13.2619
238 105.197 -12.935
239 108.532 -12.2611
240 129.17 -17.3448
241 231.365 -30.6404
242 3.65455 127.375
243 120.834 61.1459
244 80.649 -19.8514
245 106.435 -1.65521
246 98.5031 -9.10356
247 67.0762 -4.98061
248 77.5845 38.4871
249 80.902 -14.1388
250 106.103 22.3942
251 101.97 -9.81155
252 177.729 20.8648
253 86.6825 -3.57064
254 124.95 31.3325
255 106.144 9.22892
256 103.148 12.676
257 108.848 32.306
258 61.8123 -0.273057
259 148.034 -17.6308
260 119.891 1.48682
261 35.9016 -23.212
262 122.083 -11.9809
263 39.294 72.602
264 114.862 14.9468
265 103.165 39.7648
266 139.652 21.8001
267 73.4064 -13.7352
268 121.426 7.81196
269 55.6297 -22.5511
270 117.196 12.3225
271 103.855 4.19179
272 169.768 42.5364
273 189.899 62.1206
274 124.098 25.8427
275 164.696 16.0553
276 149.186 -19.4059
277 142.635 1.96873
278 59.113 -46.1753
279 64.2435 28.8089
280 98.5171 22.2807
281 74.2127 -22.2288
282 118.305 -17.993
283 51.1175 -128.941
284 61.5659 102.141
285 76.4505 84.3993
286 125.924 -34.767
287 178.39 -3.3638
288 105.773 96.8673
289 160.462 -9.95116
