n,32-bit precision,64-bit precision,32-bit accuracy,64-bit accuracy
5,5.000000000000001,=,16
55.00003,55.00000000000003,7,16
6765,6765.000000000015,=,15
12586270000,12586269025.00006,6,16
354225100000000000000,354224848179265200000,5,14
9969227000000000000000000000000,9969216677189442000000000000000,5,13
139423700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,139423224561704400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,12
481501500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,481496750250076500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3,13
