0.9 1.71855 1.71575 1.71682 
0.9001 1.71868 1.71588 1.71695 
0.9002 1.7188 1.716 1.71707 
0.9003 1.71892 1.71612 1.71719 
0.9004 1.71904 1.71625 1.71731 
0.9005 1.71916 1.71637 1.71744 
0.9006 1.71929 1.71649 1.71756 
0.9007 1.71941 1.71662 1.71768 
0.9008 1.71953 1.71674 1.7178 
0.9009 1.71965 1.71686 1.71792 
0.901 1.71977 1.71699 1.71805 
0.9011 1.7199 1.71711 1.71817 
0.9012 1.72002 1.71723 1.71829 
0.9013 1.72014 1.71736 1.71841 
0.9014 1.72026 1.71748 1.71854 
0.9015 1.72038 1.7176 1.71866 
0.9016 1.72051 1.71773 1.71878 
0.9017 1.72063 1.71785 1.7189 
0.9018 1.72075 1.71797 1.71903 
0.9019 1.72087 1.7181 1.71915 
0.902 1.72099 1.71822 1.71927 
0.9021 1.72112 1.71834 1.71939 
0.9022 1.72124 1.71847 1.71952 
0.9023 1.72136 1.71859 1.71964 
0.9024 1.72148 1.71871 1.71976 
0.9025 1.7216 1.71884 1.71988 
0.9026 1.72173 1.71896 1.72001 
0.9027 1.72185 1.71908 1.72013 
0.9028 1.72197 1.71921 1.72025 
0.9029 1.72209 1.71933 1.72037 
0.903 1.72221 1.71945 1.7205 
0.9031 1.72234 1.71958 1.72062 
0.9032 1.72246 1.7197 1.72074 
0.9033 1.72258 1.71982 1.72086 
0.9034 1.7227 1.71995 1.72099 
0.9035 1.72282 1.72007 1.72111 
0.9036 1.72294 1.72019 1.72123 
0.9037 1.72307 1.72032 1.72135 
0.9038 1.72319 1.72044 1.72148 
0.9039 1.72331 1.72056 1.7216 
0.904 1.72343 1.72069 1.72172 
0.9041 1.72355 1.72081 1.72184 
0.9042 1.72368 1.72093 1.72196 
0.9043 1.7238 1.72106 1.72209 
0.9044 1.72392 1.72118 1.72221 
0.9045 1.72404 1.7213 1.72233 
0.9046 1.72416 1.72143 1.72245 
0.9047 1.72429 1.72155 1.72258 
0.9048 1.72441 1.72168 1.7227 
0.9049 1.72453 1.7218 1.72282 
0.905 1.72465 1.72192 1.72294 
0.9051 1.72477 1.72205 1.72307 
0.9052 1.7249 1.72217 1.72319 
0.9053 1.72502 1.72229 1.72331 
0.9054 1.72514 1.72242 1.72343 
0.9055 1.72526 1.72254 1.72356 
0.9056 1.72538 1.72266 1.72368 
0.9057 1.72551 1.72279 1.7238 
0.9058 1.72563 1.72291 1.72392 
0.9059 1.72575 1.72303 1.72405 
0.906 1.72587 1.72316 1.72417 
0.9061 1.72599 1.72328 1.72429 
0.9062 1.72612 1.7234 1.72441 
0.9063 1.72624 1.72353 1.72454 
0.9064 1.72636 1.72365 1.72466 
0.9065 1.72648 1.72377 1.72478 
0.9066 1.7266 1.7239 1.7249 
0.9067 1.72673 1.72402 1.72503 
0.9068 1.72685 1.72414 1.72515 
0.9069 1.72697 1.72427 1.72527 
0.907 1.72709 1.72439 1.72539 
0.9071 1.72721 1.72451 1.72552 
0.9072 1.72734 1.72464 1.72564 
0.9073 1.72746 1.72476 1.72576 
0.9074 1.72758 1.72488 1.72588 
0.9075 1.7277 1.72501 1.726 
0.9076 1.72782 1.72513 1.72613 
0.9077 1.72795 1.72525 1.72625 
0.9078 1.72807 1.72538 1.72637 
0.9079 1.72819 1.7255 1.72649 
0.908 1.72831 1.72562 1.72662 
0.9081 1.72843 1.72575 1.72674 
0.9082 1.72856 1.72587 1.72686 
0.9083 1.72868 1.72599 1.72698 
0.9084 1.7288 1.72612 1.72711 
0.9085 1.72892 1.72624 1.72723 
0.9086 1.72904 1.72636 1.72735 
0.9087 1.72916 1.72649 1.72747 
0.9088 1.72929 1.72661 1.7276 
0.9089 1.72941 1.72673 1.72772 
0.909 1.72953 1.72686 1.72784 
0.9091 1.72965 1.72698 1.72796 
0.9092 1.72977 1.7271 1.72809 
0.9093 1.7299 1.72723 1.72821 
0.9094 1.73002 1.72735 1.72833 
0.9095 1.73014 1.72747 1.72845 
0.9096 1.73026 1.7276 1.72858 
0.9097 1.73038 1.72772 1.7287 
0.9098 1.73051 1.72784 1.72882 
0.9099 1.73063 1.72797 1.72894 
0.91 1.73075 1.72809 1.72907 
0.9101 1.73087 1.72821 1.72919 
0.9102 1.73099 1.72834 1.72931 
0.9103 1.73112 1.72846 1.72943 
0.9104 1.73124 1.72858 1.72956 
0.9105 1.73136 1.72871 1.72968 
0.9106 1.73148 1.72883 1.7298 
0.9107 1.7316 1.72895 1.72992 
0.9108 1.73173 1.72908 1.73005 
0.9109 1.73185 1.7292 1.73017 
0.911 1.73197 1.72932 1.73029 
0.9111 1.73209 1.72945 1.73041 
0.9112 1.73221 1.72957 1.73053 
0.9113 1.73234 1.72969 1.73066 
0.9114 1.73246 1.72982 1.73078 
0.9115 1.73258 1.72994 1.7309 
0.9116 1.7327 1.73006 1.73102 
0.9117 1.73282 1.73019 1.73115 
0.9118 1.73295 1.73031 1.73127 
0.9119 1.73307 1.73043 1.73139 
0.912 1.73319 1.73056 1.73151 
0.9121 1.73331 1.73068 1.73164 
0.9122 1.73343 1.7308 1.73176 
0.9123 1.73356 1.73093 1.73188 
0.9124 1.73368 1.73105 1.732 
0.9125 1.7338 1.73117 1.73213 
0.9126 1.73392 1.7313 1.73225 
0.9127 1.73404 1.73142 1.73237 
0.9128 1.73417 1.73154 1.73249 
0.9129 1.73429 1.73167 1.73262 
0.913 1.73441 1.73179 1.73274 
0.9131 1.73453 1.73191 1.73286 
0.9132 1.73465 1.73204 1.73298 
0.9133 1.73478 1.73216 1.73311 
0.9134 1.7349 1.73228 1.73323 
0.9135 1.73502 1.73241 1.73335 
0.9136 1.73514 1.73253 1.73347 
0.9137 1.73526 1.73265 1.7336 
0.9138 1.73538 1.73278 1.73372 
0.9139 1.73551 1.7329 1.73384 
0.914 1.73563 1.73302 1.73396 
0.9141 1.73575 1.73315 1.73409 
0.9142 1.73587 1.73327 1.73421 
0.9143 1.73599 1.73339 1.73433 
0.9144 1.73612 1.73352 1.73445 
0.9145 1.73624 1.73364 1.73458 
0.9146 1.73636 1.73376 1.7347 
0.9147 1.73648 1.73389 1.73482 
0.9148 1.7366 1.73401 1.73494 
0.9149 1.73673 1.73413 1.73507 
0.915 1.73685 1.73426 1.73519 
0.9151 1.73697 1.73438 1.73531 
0.9152 1.73709 1.7345 1.73543 
0.9153 1.73721 1.73463 1.73556 
0.9154 1.73734 1.73475 1.73568 
0.9155 1.73746 1.73487 1.7358 
