-5.26163 23.5908
-5.25753 23.4342
-5.25353 3.12429
-5.24943 -17.209
-5.24533 -9.3833
-5.24133 -14.1854
-5.23723 -25.7395
-5.23313 -47.2639
-5.22913 -33.4217
-5.22503 -57.9737
-5.22093 -52.557
-5.21683 -44.2689
-5.21283 -21.894
-5.20873 -8.83152
-5.20463 -11.5784
-5.20063 -6.83762
-5.19653 17.7449
-5.19243 32.9938
-5.18843 43.0608
-5.18433 57.4724
-5.18023 94.1425
-5.17613 107.55
-5.17213 117.278
-5.16803 135.71
-5.16393 141.135
-5.15993 143.125
-5.15583 151.232
-5.15173 177.873
-5.14773 206.259
-5.14363 204.768
-5.13953 224.019
-5.13553 332.401
-5.13143 417.522
-5.12733 471.674
-5.12323 490.418
-5.11923 508.818
-5.11513 533.758
-5.11103 531.891
-5.10703 545.817
-5.10293 566.876
-5.09883 470.259
-5.09483 419.608
-5.09073 394.551
-5.08663 418.547
-5.08263 415.371
-5.07853 414.092
-5.07443 455.357
-5.07033 495.171
-5.06633 505.275
-5.06223 531.965
-5.05813 547.874
-5.05413 586.301
-5.05003 578.939
-5.04593 600.039
-5.04193 615.722
-5.03783 586.785
-5.03373 551.591
-5.02973 536.599
-5.02563 539.932
-5.02153 546.422
-5.01743 521.55
-5.01343 547.724
-5.00933 570.105
-5.00523 582.752
-5.00123 613.278
-4.99713 640.444
-4.99303 673.529
-4.98903 687.107
-4.98493 679.629
-4.98083 695.384
-4.97683 677.254
-4.97273 664.452
-4.96863 667.091
-4.96453 662.507
-4.96053 682.967
-4.95643 662.524
-4.95233 665.983
-4.94833 698.92
-4.94423 730.284
-4.94013 749.845
-4.93613 777.353
-4.93203 777.488
-4.92793 791.344
-4.92383 796.976
-4.91983 830.59
-4.91573 868.496
-4.91163 886.931
-4.90763 912.28
-4.90353 986.802
-4.89943 1053.05
-4.89543 1148.75
-4.89133 1246.23
-4.88723 1357.68
-4.88323 1471.57
-4.87913 1579.74
-4.87503 1729.89
-4.87093 1906.2
-4.86693 2119.74
-4.86283 2464.42
-4.85873 2910.69
-4.85473 3380.53
-4.85063 3828.03
-4.84653 4300.06
-4.84253 4784.27
-4.83843 5193.63
-4.83433 5538.74
-4.83033 5806.92
-4.82623 5960.09
-4.82213 5992.38
-4.81803 6016.28
-4.81403 6047.72
-4.80993 6053.91
-4.80583 5998.31
-4.80183 5967.87
-4.79773 5951.04
-4.79363 5948.78
-4.78963 5940.17
-4.78553 5952.25
-4.78143 5942.38
-4.77743 5945.09
-4.77333 6035.31
-4.76923 6109.94
-4.76513 6191.24
-4.76113 6299.43
-4.75703 6460.34
-4.75293 6668.18
-4.74893 7004.03
-4.74483 7461.19
-4.74073 8009.33
-4.73673 8530.41
-4.73263 9016.98
-4.72853 9401.81
-4.72453 9728.92
-4.72043 9934.31
-4.71633 10065
-4.71223 10041.3
-4.70823 9885.31
-4.70413 9651.33
-4.70003 9379.81
-4.69603 9217.84
-4.69193 9184.11
-4.68783 9223.3
-4.68383 9331.53
-4.67973 9501.09
-4.67563 9787.37
-4.67163 10447.5
-4.66753 11522
-4.66343 12611.5
-4.65933 13366.3
-4.65533 13787.8
-4.65123 14000.2
-4.64713 14193.6
-4.64313 14323.7
-4.63903 14389.4
-4.63493 14082.5
-4.63093 13367.7
-4.62683 12679.3
-4.62273 12471
-4.61873 12912.8
-4.61463 14140.3
-4.61053 15784.1
-4.60643 17664.5
-4.60243 19394.1
-4.59833 20867.8
-4.59423 22304.8
-4.59023 23933.6
-4.58613 25670.8
-4.58203 27069.5
-4.57803 27695.4
-4.57393 27441.2
-4.56983 26445.4
-4.56583 25229.7
-4.56173 24077.9
-4.55763 22803.5
-4.55353 21131.7
-4.54953 19076.4
-4.54543 16926.6
-4.54133 14899.3
-4.53733 13417.9
-4.53323 12647
-4.52913 12554.2
-4.52513 12937.2
-4.52103 13194.7
-4.51693 13059.1
-4.51283 12743.6
-4.50883 12389.1
-4.50473 12000.3
-4.50063 11517.2
-4.49663 10746.9
-4.49253 9565.41
-4.48843 8019.87
-4.48443 6643.17
-4.48033 5759.46
-4.47623 5122.12
-4.47223 4576.25
-4.46813 4073.32
-4.46403 3568.41
-4.45993 3127.81
-4.45593 2722.67
-4.45183 2388.4
-4.44773 2130.46
-4.44373 1916.26
-4.43963 1718.36
-4.43553 1575.4
-4.43153 1474.07
-4.42743 1401.95
-4.42333 1397.16
-4.41933 1460.69
-4.41523 1517.89
-4.41113 1534.36
-4.40703 1488.69
-4.40303 1448.22
-4.39893 1380.85
-4.39483 1301.57
-4.39083 1229.81
-4.38673 1117.56
-4.38263 985.511
-4.37863 876.064
-4.37453 790.441
-4.37043 750.886
-4.36643 700.181
-4.36233 663.523
-4.35823 609.963
-4.35413 547.333
-4.35013 483.417
-4.34603 406.298
-4.34193 322.762
-4.33793 270.66
-4.33383 237.952
-4.32973 242.959
-4.32573 206.771
-4.32163 170.005
-4.31753 143.125
-4.31353 120.063
-4.30943 79.3281
-4.30533 40.6694
-4.30123 -19.0806
-4.29723 -86.2214
-4.29313 -167.776
-4.28903 -207.929
-4.28503 -232.282
-4.28093 -260.493
-4.27683 -295.247
-4.27283 -321.213
-4.26873 -345.316
-4.26463 -337.502
-4.26053 -358.61
-4.25653 -374.37
-4.25243 -384.468
-4.24833 -392.191
-4.24433 -397.95
-4.24023 -395.171
-4.23613 -388.594
-4.23213 -394.152
-4.22803 -423.845
-4.22393 -440.751
-4.21993 -428.775
-4.21583 -452.619
-4.21173 -445.08
