-9.993050417357722E-001      1.783280721696344E-003
-9.963401167719553E-001      4.147033260562388E-003
-9.910133714767443E-001      6.504457968978382E-003
-9.833362538846260E-001      8.846759826344900E-003
-9.733268277899110E-001      1.116813946012763E-002
-9.610087996520538E-001      1.346304789671779E-002
-9.464113748584028E-001      1.572603047602446E-002
-9.295691721319396E-001      1.795171577569725E-002
-9.105221370785028E-001      2.013482315353016E-002
-8.893154459951141E-001      2.227017380838323E-002
-8.659993981540928E-001      2.435270256871085E-002
-8.406292962525803E-001      2.637746971505467E-002
-8.132653151227975E-001      2.833967261425949E-002
-7.839723589433414E-001      3.023465707240246E-002
-7.528199072605319E-001      3.205792835485153E-002
-7.198818501716108E-001      3.380516183714160E-002
-6.852363130542333E-001      3.547221325688238E-002
-6.489654712546573E-001      3.705512854024007E-002
-6.111553551723933E-001      3.855015317861562E-002
-5.718956462026340E-001      3.995374113272034E-002
-5.312794640198946E-001      4.126256324262352E-002
-4.894031457070530E-001      4.247351512365360E-002
-4.463660172534641E-001      4.358372452932347E-002
-4.022701579639916E-001      4.459055816375653E-002
-3.572201583376681E-001      4.549162792741812E-002
-3.113228719902110E-001      4.628479658131441E-002
-2.646871622087674E-001      4.696818281621003E-002
-2.174236437400071E-001      4.754016571483029E-002
-1.696444204239928E-001      4.799938859645829E-002
-1.214628192961205E-001      4.834476223480295E-002
-7.299312178779904E-002      4.857546744150342E-002
-2.435029266342443E-002      4.869095700913968E-002
 2.435029266342443E-002      4.869095700913968E-002
 7.299312178779904E-002      4.857546744150342E-002
 1.214628192961205E-001      4.834476223480295E-002
 1.696444204239928E-001      4.799938859645829E-002
 2.174236437400071E-001      4.754016571483029E-002
 2.646871622087674E-001      4.696818281621003E-002
 3.113228719902110E-001      4.628479658131441E-002
 3.572201583376681E-001      4.549162792741812E-002
 4.022701579639916E-001      4.459055816375653E-002
 4.463660172534641E-001      4.358372452932347E-002
 4.894031457070530E-001      4.247351512365360E-002
 5.312794640198946E-001      4.126256324262352E-002
 5.718956462026340E-001      3.995374113272034E-002
 6.111553551723933E-001      3.855015317861562E-002
 6.489654712546573E-001      3.705512854024007E-002
 6.852363130542333E-001      3.547221325688238E-002
 7.198818501716108E-001      3.380516183714160E-002
 7.528199072605319E-001      3.205792835485153E-002
 7.839723589433414E-001      3.023465707240246E-002
 8.132653151227975E-001      2.833967261425949E-002
 8.406292962525803E-001      2.637746971505467E-002
 8.659993981540928E-001      2.435270256871085E-002
 8.893154459951141E-001      2.227017380838323E-002
 9.105221370785028E-001      2.013482315353016E-002
 9.295691721319396E-001      1.795171577569725E-002
 9.464113748584028E-001      1.572603047602446E-002
 9.610087996520538E-001      1.346304789671779E-002
 9.733268277899110E-001      1.116813946012763E-002
 9.833362538846260E-001      8.846759826344900E-003
 9.910133714767443E-001      6.504457968978382E-003
 9.963401167719553E-001      4.147033260562388E-003
 9.993050417357722E-001      1.783280721696344E-003
